"Notes"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"1-4 years"	"1-4"	"Texas"	"48"	"2011"	"2011"	73	1556446	4.690	0.549
	"1-4 years"	"1-4"	"Texas"	"48"	"2012"	"2012"	92	1560108	5.897	0.615
	"1-4 years"	"1-4"	"Texas"	"48"	"2013"	"2013"	75	1555119	4.823	0.557
	"1-4 years"	"1-4"	"Texas"	"48"	"2014"	"2014"	77	1568274	4.910	0.560
	"1-4 years"	"1-4"	"Texas"	"48"	"2015"	"2015"	80	1588769	5.035	0.563
	"1-4 years"	"1-4"	"Texas"	"48"	"2016"	"2016"	85	1608889	5.283	0.573
	"1-4 years"	"1-4"	"Texas"	"48"	"2017"	"2017"	84	1627268	5.162	0.563
	"1-4 years"	"1-4"	"Texas"	"48"	"2018"	"2018"	55	1627977	3.378	0.456
	"1-4 years"	"1-4"	"Utah"	"49"	"2008"	"2008"	16	205485	7.786	1.947
	"1-4 years"	"1-4"	"Utah"	"49"	"2009"	"2009"	17	207832	8.180	1.984
	"1-4 years"	"1-4"	"Virginia"	"51"	"2001"	"2001"	16	370532	4.318	1.080
	"1-4 years"	"1-4"	"Virginia"	"51"	"2004"	"2004"	18	392214	4.589	1.082
	"1-4 years"	"1-4"	"Virginia"	"51"	"2006"	"2006"	16	400461	3.995	0.999
	"1-4 years"	"1-4"	"Virginia"	"51"	"2007"	"2007"	17	401874	4.230	1.026
	"1-4 years"	"1-4"	"Virginia"	"51"	"2008"	"2008"	18	405772	4.436	1.046
	"1-4 years"	"1-4"	"Virginia"	"51"	"2009"	"2009"	30	408312	7.347	1.341
	"1-4 years"	"1-4"	"Virginia"	"51"	"2010"	"2010"	19	409498	4.640	1.064
	"1-4 years"	"1-4"	"Virginia"	"51"	"2011"	"2011"	16	409629	3.906	0.976
	"1-4 years"	"1-4"	"Virginia"	"51"	"2012"	"2012"	19	409255	4.643	1.065
	"1-4 years"	"1-4"	"Virginia"	"51"	"2013"	"2013"	21	408095	5.146	1.123
	"1-4 years"	"1-4"	"Virginia"	"51"	"2014"	"2014"	16	408953	3.912	0.978
	"1-4 years"	"1-4"	"Virginia"	"51"	"2016"	"2016"	18	409322	4.398	1.037
	"1-4 years"	"1-4"	"Virginia"	"51"	"2017"	"2017"	26	410454	6.334	1.242
	"1-4 years"	"1-4"	"Washington"	"53"	"1999"	"1999"	20	315531	6.339	1.417
	"1-4 years"	"1-4"	"Washington"	"53"	"2001"	"2001"	16	316149	5.061	1.265
	"1-4 years"	"1-4"	"Washington"	"53"	"2003"	"2003"	17	318083	5.345	1.296
	"1-4 years"	"1-4"	"Washington"	"53"	"2009"	"2009"	18	347019	5.187	1.223
	"1-4 years"	"1-4"	"Washington"	"53"	"2010"	"2010"	24	353411	6.791	1.386
	"1-4 years"	"1-4"	"Washington"	"53"	"2011"	"2011"	19	357875	5.309	1.218
	"1-4 years"	"1-4"	"Washington"	"53"	"2012"	"2012"	18	357133	5.040	1.188
	"1-4 years"	"1-4"	"Washington"	"53"	"2014"	"2014"	16	356997	4.482	1.120
	"1-4 years"	"1-4"	"Washington"	"53"	"2015"	"2015"	30	358167	8.376	1.529
	"1-4 years"	"1-4"	"Washington"	"53"	"2017"	"2017"	22	369167	5.959	1.271
	"1-4 years"	"1-4"	"Washington"	"53"	"2018"	"2018"	20	370741	5.395	1.206
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2003"	"2003"	18	277617	6.484	1.528
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2007"	"2007"	18	282459	6.373	1.502
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2014"	"2014"	16	274624	5.826	1.457
	"1-4 years"	"1-4"	"Wisconsin"	"55"	"2018"	"2018"	17	269774	6.302	1.528
	"5-9 years"	"5-9"	"Alabama"	"01"	"2004"	"2004"	20	297554	6.721	1.503
	"5-9 years"	"5-9"	"Alabama"	"01"	"2016"	"2016"	19	303861	6.253	1.435
	"5-9 years"	"5-9"	"Arizona"	"04"	"2000"	"2000"	16	389520	4.108	1.027
	"5-9 years"	"5-9"	"Arizona"	"04"	"2001"	"2001"	16	388279	4.121	1.030
	"5-9 years"	"5-9"	"Arizona"	"04"	"2004"	"2004"	19	393245	4.832	1.108
	"5-9 years"	"5-9"	"Arizona"	"04"	"2005"	"2005"	17	401892	4.230	1.026
	"5-9 years"	"5-9"	"Arizona"	"04"	"2007"	"2007"	22	427998	5.140	1.096
	"5-9 years"	"5-9"	"Arizona"	"04"	"2010"	"2010"	16	452997	3.532	0.883
	"5-9 years"	"5-9"	"Arizona"	"04"	"2012"	"2012"	16	455842	3.510	0.877
	"5-9 years"	"5-9"	"Arizona"	"04"	"2014"	"2014"	17	460304	3.693	0.896
	"5-9 years"	"5-9"	"Arizona"	"04"	"2016"	"2016"	16	457248	3.499	0.875
	"5-9 years"	"5-9"	"Arizona"	"04"	"2017"	"2017"	18	453475	3.969	0.936
	"5-9 years"	"5-9"	"California"	"06"	"1999"	"1999"	91	2748888	3.310	0.347
	"5-9 years"	"5-9"	"California"	"06"	"2000"	"2000"	82	2717425	3.018	0.333
	"5-9 years"	"5-9"	"California"	"06"	"2001"	"2001"	83	2671134	3.107	0.341
	"5-9 years"	"5-9"	"California"	"06"	"2002"	"2002"	88	2607616	3.375	0.360
	"5-9 years"	"5-9"	"California"	"06"	"2003"	"2003"	87	2548508	3.414	0.366
	"5-9 years"	"5-9"	"California"	"06"	"2004"	"2004"	75	2486084	3.017	0.348
	"5-9 years"	"5-9"	"California"	"06"	"2005"	"2005"	73	2426913	3.008	0.352
	"5-9 years"	"5-9"	"California"	"06"	"2006"	"2006"	81	2408374	3.363	0.374
	"5-9 years"	"5-9"	"California"	"06"	"2007"	"2007"	83	2398296	3.461	0.380
	"5-9 years"	"5-9"	"California"	"06"	"2008"	"2008"	84	2423440	3.466	0.378
	"5-9 years"	"5-9"	"California"	"06"	"2009"	"2009"	80	2465467	3.245	0.363
	"5-9 years"	"5-9"	"California"	"06"	"2010"	"2010"	85	2504746	3.394	0.368
	"5-9 years"	"5-9"	"California"	"06"	"2011"	"2011"	61	2512748	2.428	0.311
	"5-9 years"	"5-9"	"California"	"06"	"2012"	"2012"	81	2538033	3.191	0.355
	"5-9 years"	"5-9"	"California"	"06"	"2013"	"2013"	87	2556133	3.404	0.365
	"5-9 years"	"5-9"	"California"	"06"	"2014"	"2014"	80	2550998	3.136	0.351
	"5-9 years"	"5-9"	"California"	"06"	"2015"	"2015"	81	2541392	3.187	0.354
	"5-9 years"	"5-9"	"California"	"06"	"2016"	"2016"	70	2536020	2.760	0.330
	"5-9 years"	"5-9"	"California"	"06"	"2017"	"2017"	69	2511576	2.747	0.331
	"5-9 years"	"5-9"	"California"	"06"	"2018"	"2018"	65	2487561	2.613	0.324
	"5-9 years"	"5-9"	"Colorado"	"08"	"2007"	"2007"	16	322967	4.954	1.239
	"5-9 years"	"5-9"	"Colorado"	"08"	"2014"	"2014"	16	355903	4.496	1.124
	"5-9 years"	"5-9"	"Florida"	"12"	"1999"	"1999"	50	1037103	4.821	0.682
	"5-9 years"	"5-9"	"Florida"	"12"	"2000"	"2000"	46	1028130	4.474	0.660
	"5-9 years"	"5-9"	"Florida"	"12"	"2001"	"2001"	32	1018469	3.142	0.555
	"5-9 years"	"5-9"	"Florida"	"12"	"2002"	"2002"	48	1013607	4.736	0.684
	"5-9 years"	"5-9"	"Florida"	"12"	"2003"	"2003"	33	1009113	3.270	0.569
	"5-9 years"	"5-9"	"Florida"	"12"	"2004"	"2004"	36	1013054	3.554	0.592
	"5-9 years"	"5-9"	"Florida"	"12"	"2005"	"2005"	32	1024540	3.123	0.552
	"5-9 years"	"5-9"	"Florida"	"12"	"2006"	"2006"	32	1047894	3.054	0.540
	"5-9 years"	"5-9"	"Florida"	"12"	"2007"	"2007"	29	1057391	2.743	0.509
	"5-9 years"	"5-9"	"Florida"	"12"	"2008"	"2008"	45	1065778	4.222	0.629
	"5-9 years"	"5-9"	"Florida"	"12"	"2009"	"2009"	42	1068926	3.929	0.606
	"5-9 years"	"5-9"	"Florida"	"12"	"2010"	"2010"	38	1079206	3.521	0.571
	"5-9 years"	"5-9"	"Florida"	"12"	"2011"	"2011"	35	1082935	3.232	0.546
	"5-9 years"	"5-9"	"Florida"	"12"	"2012"	"2012"	34	1097183	3.099	0.531
	"5-9 years"	"5-9"	"Florida"	"12"	"2013"	"2013"	48	1114428	4.307	0.622
	"5-9 years"	"5-9"	"Florida"	"12"	"2014"	"2014"	38	1122120	3.386	0.549
	"5-9 years"	"5-9"	"Florida"	"12"	"2015"	"2015"	44	1132016	3.887	0.586
	"5-9 years"	"5-9"	"Florida"	"12"	"2016"	"2016"	42	1145597	3.666	0.566
	"5-9 years"	"5-9"	"Florida"	"12"	"2017"	"2017"	63	1152515	5.466	0.689
	"5-9 years"	"5-9"	"Florida"	"12"	"2018"	"2018"	42	1155556	3.635	0.561
	"5-9 years"	"5-9"	"Georgia"	"13"	"1999"	"1999"	20	609017	3.284	0.734
	"5-9 years"	"5-9"	"Georgia"	"13"	"2000"	"2000"	22	613973	3.583	0.764
	"5-9 years"	"5-9"	"Georgia"	"13"	"2001"	"2001"	18	611462	2.944	0.694
	"5-9 years"	"5-9"	"Georgia"	"13"	"2002"	"2002"	20	609905	3.279	0.733
	"5-9 years"	"5-9"	"Georgia"	"13"	"2003"	"2003"	21	608123	3.453	0.754
	"5-9 years"	"5-9"	"Georgia"	"13"	"2004"	"2004"	17	610599	2.784	0.675
	"5-9 years"	"5-9"	"Georgia"	"13"	"2006"	"2006"	24	644011	3.727	0.761
	"5-9 years"	"5-9"	"Georgia"	"13"	"2007"	"2007"	31	663877	4.670	0.839
	"5-9 years"	"5-9"	"Georgia"	"13"	"2008"	"2008"	26	677476	3.838	0.753
	"5-9 years"	"5-9"	"Georgia"	"13"	"2009"	"2009"	21	688417	3.050	0.666
	"5-9 years"	"5-9"	"Georgia"	"13"	"2010"	"2010"	21	694383	3.024	0.660
	"5-9 years"	"5-9"	"Georgia"	"13"	"2011"	"2011"	25	694546	3.599	0.720
	"5-9 years"	"5-9"	"Georgia"	"13"	"2012"	"2012"	27	698649	3.865	0.744
	"5-9 years"	"5-9"	"Georgia"	"13"	"2013"	"2013"	30	703025	4.267	0.779
	"5-9 years"	"5-9"	"Georgia"	"13"	"2014"	"2014"	29	702038	4.131	0.767
	"5-9 years"	"5-9"	"Georgia"	"13"	"2015"	"2015"	26	700820	3.710	0.728
	"5-9 years"	"5-9"	"Georgia"	"13"	"2016"	"2016"	24	698557	3.436	0.701
	"5-9 years"	"5-9"	"Georgia"	"13"	"2017"	"2017"	28	693393	4.038	0.763
	"5-9 years"	"5-9"	"Georgia"	"13"	"2018"	"2018"	24	685762	3.500	0.714
	"5-9 years"	"5-9"	"Illinois"	"17"	"1999"	"1999"	30	929962	3.226	0.589
	"5-9 years"	"5-9"	"Illinois"	"17"	"2000"	"2000"	34	924569	3.677	0.631
	"5-9 years"	"5-9"	"Illinois"	"17"	"2001"	"2001"	21	911716	2.303	0.503
	"5-9 years"	"5-9"	"Illinois"	"17"	"2002"	"2002"	30	895265	3.351	0.612
	"5-9 years"	"5-9"	"Illinois"	"17"	"2003"	"2003"	22	878647	2.504	0.534
	"5-9 years"	"5-9"	"Illinois"	"17"	"2004"	"2004"	36	862340	4.175	0.696
	"5-9 years"	"5-9"	"Illinois"	"17"	"2005"	"2005"	34	849518	4.002	0.686
	"5-9 years"	"5-9"	"Illinois"	"17"	"2006"	"2006"	23	847980	2.712	0.566
	"5-9 years"	"5-9"	"Illinois"	"17"	"2007"	"2007"	26	849196	3.062	0.600
	"5-9 years"	"5-9"	"Illinois"	"17"	"2008"	"2008"	28	851542	3.288	0.621
	"5-9 years"	"5-9"	"Illinois"	"17"	"2009"	"2009"	32	857360	3.732	0.660
	"5-9 years"	"5-9"	"Illinois"	"17"	"2010"	"2010"	28	857433	3.266	0.617
	"5-9 years"	"5-9"	"Illinois"	"17"	"2011"	"2011"	28	850827	3.291	0.622
	"5-9 years"	"5-9"	"Illinois"	"17"	"2012"	"2012"	21	847454	2.478	0.541
	"5-9 years"	"5-9"	"Illinois"	"17"	"2013"	"2013"	31	842067	3.681	0.661
	"5-9 years"	"5-9"	"Illinois"	"17"	"2014"	"2014"	36	828999	4.343	0.724
	"5-9 years"	"5-9"	"Illinois"	"17"	"2015"	"2015"	33	817846	4.035	0.702
	"5-9 years"	"5-9"	"Illinois"	"17"	"2016"	"2016"	27	805370	3.352	0.645
	"5-9 years"	"5-9"	"Illinois"	"17"	"2017"	"2017"	23	791923	2.904	0.606
	"5-9 years"	"5-9"	"Illinois"	"17"	"2018"	"2018"	35	777945	4.499	0.760
	"5-9 years"	"5-9"	"Indiana"	"18"	"1999"	"1999"	17	440415	3.860	0.936
	"5-9 years"	"5-9"	"Indiana"	"18"	"2002"	"2002"	17	433323	3.923	0.952
	"5-9 years"	"5-9"	"Indiana"	"18"	"2003"	"2003"	17	431062	3.944	0.956
	"5-9 years"	"5-9"	"Indiana"	"18"	"2004"	"2004"	16	430003	3.721	0.930
	"5-9 years"	"5-9"	"Indiana"	"18"	"2007"	"2007"	26	440411	5.904	1.158
	"5-9 years"	"5-9"	"Indiana"	"18"	"2010"	"2010"	20	443844	4.506	1.008
	"5-9 years"	"5-9"	"Indiana"	"18"	"2014"	"2014"	19	440582	4.312	0.989
	"5-9 years"	"5-9"	"Indiana"	"18"	"2016"	"2016"	17	435080	3.907	0.948
	"5-9 years"	"5-9"	"Kentucky"	"21"	"2013"	"2013"	16	284961	5.615	1.404
	"5-9 years"	"5-9"	"Kentucky"	"21"	"2017"	"2017"	17	277216	6.132	1.487
	"5-9 years"	"5-9"	"Louisiana"	"22"	"2009"	"2009"	19	303467	6.261	1.436
	"5-9 years"	"5-9"	"Louisiana"	"22"	"2012"	"2012"	18	310347	5.800	1.367
	"5-9 years"	"5-9"	"Maryland"	"24"	"1999"	"1999"	18	394395	4.564	1.076
	"5-9 years"	"5-9"	"Maryland"	"24"	"2011"	"2011"	19	366230	5.188	1.190
	"5-9 years"	"5-9"	"Maryland"	"24"	"2013"	"2013"	19	372496	5.101	1.170
	"5-9 years"	"5-9"	"Maryland"	"24"	"2014"	"2014"	16	373288	4.286	1.072
	"5-9 years"	"5-9"	"Maryland"	"24"	"2017"	"2017"	17	373307	4.554	1.104
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"1999"	"1999"	18	435970	4.129	0.973
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2000"	"2000"	22	429119	5.127	1.093
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2001"	"2001"	18	420696	4.279	1.008
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2002"	"2002"	17	412366	4.123	1.000
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2007"	"2007"	20	384671	5.199	1.163
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2008"	"2008"	17	384968	4.416	1.071
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2010"	"2010"	16	384922	4.157	1.039
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2011"	"2011"	17	382903	4.440	1.077
	"5-9 years"	"5-9"	"Massachusetts"	"25"	"2013"	"2013"	18	381116	4.723	1.113
	"5-9 years"	"5-9"	"Michigan"	"26"	"1999"	"1999"	19	752758	2.524	0.579
	"5-9 years"	"5-9"	"Michigan"	"26"	"2001"	"2001"	25	724404	3.451	0.690
	"5-9 years"	"5-9"	"Michigan"	"26"	"2002"	"2002"	18	707356	2.545	0.600
	"5-9 years"	"5-9"	"Michigan"	"26"	"2003"	"2003"	20	695524	2.876	0.643
	"5-9 years"	"5-9"	"Michigan"	"26"	"2004"	"2004"	27	685321	3.940	0.758
	"5-9 years"	"5-9"	"Michigan"	"26"	"2005"	"2005"	16	675142	2.370	0.592
	"5-9 years"	"5-9"	"Michigan"	"26"	"2006"	"2006"	24	669858	3.583	0.731
	"5-9 years"	"5-9"	"Michigan"	"26"	"2007"	"2007"	23	662058	3.474	0.724
	"5-9 years"	"5-9"	"Michigan"	"26"	"2008"	"2008"	26	651306	3.992	0.783
	"5-9 years"	"5-9"	"Michigan"	"26"	"2009"	"2009"	22	644056	3.416	0.728
	"5-9 years"	"5-9"	"Michigan"	"26"	"2010"	"2010"	30	634252	4.730	0.864
	"5-9 years"	"5-9"	"Michigan"	"26"	"2011"	"2011"	24	624409	3.844	0.785
	"5-9 years"	"5-9"	"Michigan"	"26"	"2012"	"2012"	20	619841	3.227	0.721
	"5-9 years"	"5-9"	"Michigan"	"26"	"2013"	"2013"	22	615553	3.574	0.762
	"5-9 years"	"5-9"	"Michigan"	"26"	"2014"	"2014"	16	606711	2.637	0.659
	"5-9 years"	"5-9"	"Michigan"	"26"	"2015"	"2015"	17	600042	2.833	0.687
	"5-9 years"	"5-9"	"Michigan"	"26"	"2016"	"2016"	17	594657	2.859	0.693
	"5-9 years"	"5-9"	"Michigan"	"26"	"2017"	"2017"	22	589683	3.731	0.795
	"5-9 years"	"5-9"	"Michigan"	"26"	"2018"	"2018"	22	585822	3.755	0.801
	"5-9 years"	"5-9"	"Minnesota"	"27"	"2002"	"2002"	16	345961	4.625	1.156
	"5-9 years"	"5-9"	"Minnesota"	"27"	"2011"	"2011"	18	357097	5.041	1.188
	"5-9 years"	"5-9"	"Minnesota"	"27"	"2012"	"2012"	18	360843	4.988	1.176
	"5-9 years"	"5-9"	"Minnesota"	"27"	"2016"	"2016"	18	361208	4.983	1.175
	"5-9 years"	"5-9"	"Missouri"	"29"	"2001"	"2001"	16	390824	4.094	1.023
	"5-9 years"	"5-9"	"Missouri"	"29"	"2008"	"2008"	17	385829	4.406	1.069
	"5-9 years"	"5-9"	"Missouri"	"29"	"2010"	"2010"	21	390329	5.380	1.174
	"5-9 years"	"5-9"	"Missouri"	"29"	"2015"	"2015"	20	386892	5.169	1.156
	"5-9 years"	"5-9"	"Missouri"	"29"	"2017"	"2017"	20	381250	5.246	1.173
	"5-9 years"	"5-9"	"New Jersey"	"34"	"1999"	"1999"	22	604736	3.638	0.776
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2000"	"2000"	34	601770	5.650	0.969
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2001"	"2001"	19	596437	3.186	0.731
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2002"	"2002"	17	589990	2.881	0.699
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2003"	"2003"	25	582075	4.295	0.859
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2004"	"2004"	16	574101	2.787	0.697
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2005"	"2005"	21	567678	3.699	0.807
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2006"	"2006"	16	561481	2.850	0.712
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2007"	"2007"	19	558388	3.403	0.781
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2008"	"2008"	23	560357	4.105	0.856
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2009"	"2009"	25	565485	4.421	0.884
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2010"	"2010"	19	563519	3.372	0.774
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2011"	"2011"	22	560157	3.927	0.837
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2012"	"2012"	21	558799	3.758	0.820
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2013"	"2013"	19	555467	3.421	0.785
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2014"	"2014"	28	548787	5.102	0.964
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2015"	"2015"	22	543490	4.048	0.863
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2016"	"2016"	20	540693	3.699	0.827
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2017"	"2017"	22	536998	4.097	0.873
	"5-9 years"	"5-9"	"New Jersey"	"34"	"2018"	"2018"	25	533339	4.687	0.937
	"5-9 years"	"5-9"	"New York"	"36"	"1999"	"1999"	36	1363341	2.641	0.440
	"5-9 years"	"5-9"	"New York"	"36"	"2000"	"2000"	54	1344149	4.017	0.547
	"5-9 years"	"5-9"	"New York"	"36"	"2001"	"2001"	54	1314915	4.107	0.559
	"5-9 years"	"5-9"	"New York"	"36"	"2002"	"2002"	47	1280742	3.670	0.535
	"5-9 years"	"5-9"	"New York"	"36"	"2003"	"2003"	42	1245951	3.371	0.520
	"5-9 years"	"5-9"	"New York"	"36"	"2004"	"2004"	47	1212272	3.877	0.566
	"5-9 years"	"5-9"	"New York"	"36"	"2005"	"2005"	47	1180763	3.980	0.581
	"5-9 years"	"5-9"	"New York"	"36"	"2006"	"2006"	46	1164565	3.950	0.582
	"5-9 years"	"5-9"	"New York"	"36"	"2007"	"2007"	53	1154883	4.589	0.630
	"5-9 years"	"5-9"	"New York"	"36"	"2008"	"2008"	46	1154965	3.983	0.587
	"5-9 years"	"5-9"	"New York"	"36"	"2009"	"2009"	37	1161715	3.185	0.524
	"5-9 years"	"5-9"	"New York"	"36"	"2010"	"2010"	44	1161696	3.788	0.571
	"5-9 years"	"5-9"	"New York"	"36"	"2011"	"2011"	40	1155375	3.462	0.547
	"5-9 years"	"5-9"	"New York"	"36"	"2012"	"2012"	43	1153122	3.729	0.569
	"5-9 years"	"5-9"	"New York"	"36"	"2013"	"2013"	45	1148342	3.919	0.584
	"5-9 years"	"5-9"	"New York"	"36"	"2014"	"2014"	50	1135480	4.403	0.623
	"5-9 years"	"5-9"	"New York"	"36"	"2015"	"2015"	49	1130001	4.336	0.619
	"5-9 years"	"5-9"	"New York"	"36"	"2016"	"2016"	44	1129706	3.895	0.587
	"5-9 years"	"5-9"	"New York"	"36"	"2017"	"2017"	40	1124687	3.557	0.562
	"5-9 years"	"5-9"	"New York"	"36"	"2018"	"2018"	40	1119931	3.572	0.565
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2001"	"2001"	16	556011	2.878	0.719
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2002"	"2002"	16	552145	2.898	0.724
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2003"	"2003"	17	551787	3.081	0.747
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2004"	"2004"	20	555015	3.604	0.806
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2005"	"2005"	23	565112	4.070	0.849
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2006"	"2006"	20	586053	3.413	0.763
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2007"	"2007"	20	606930	3.295	0.737
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2008"	"2008"	22	620441	3.546	0.756
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2010"	"2010"	25	635196	3.936	0.787
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2011"	"2011"	21	635269	3.306	0.721
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2012"	"2012"	18	640253	2.811	0.663
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2013"	"2013"	19	644197	2.949	0.677
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2014"	"2014"	20	643434	3.108	0.695
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2015"	"2015"	27	641346	4.210	0.810
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2016"	"2016"	28	637809	4.390	0.830
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2017"	"2017"	24	633256	3.790	0.774
	"5-9 years"	"5-9"	"North Carolina"	"37"	"2018"	"2018"	20	628626	3.182	0.711
	"5-9 years"	"5-9"	"Ohio"	"39"	"1999"	"1999"	25	820559	3.047	0.609
	"5-9 years"	"5-9"	"Ohio"	"39"	"2000"	"2000"	26	811670	3.203	0.628
	"5-9 years"	"5-9"	"Ohio"	"39"	"2001"	"2001"	34	798069	4.260	0.731
	"5-9 years"	"5-9"	"Ohio"	"39"	"2002"	"2002"	25	782151	3.196	0.639
	"5-9 years"	"5-9"	"Ohio"	"39"	"2003"	"2003"	29	771291	3.760	0.698
	"5-9 years"	"5-9"	"Ohio"	"39"	"2004"	"2004"	23	763304	3.013	0.628
	"5-9 years"	"5-9"	"Ohio"	"39"	"2005"	"2005"	35	757828	4.618	0.781
	"5-9 years"	"5-9"	"Ohio"	"39"	"2006"	"2006"	32	756475	4.230	0.748
	"5-9 years"	"5-9"	"Ohio"	"39"	"2008"	"2008"	27	752633	3.587	0.690
	"5-9 years"	"5-9"	"Ohio"	"39"	"2009"	"2009"	25	751617	3.326	0.665
	"5-9 years"	"5-9"	"Ohio"	"39"	"2010"	"2010"	24	745269	3.220	0.657
	"5-9 years"	"5-9"	"Ohio"	"39"	"2011"	"2011"	35	737878	4.743	0.802
	"5-9 years"	"5-9"	"Ohio"	"39"	"2012"	"2012"	24	735486	3.263	0.666
	"5-9 years"	"5-9"	"Ohio"	"39"	"2013"	"2013"	26	733622	3.544	0.695
	"5-9 years"	"5-9"	"Ohio"	"39"	"2014"	"2014"	24	728245	3.296	0.673
	"5-9 years"	"5-9"	"Ohio"	"39"	"2015"	"2015"	26	722618	3.598	0.706
	"5-9 years"	"5-9"	"Ohio"	"39"	"2016"	"2016"	20	715958	2.793	0.625
	"5-9 years"	"5-9"	"Ohio"	"39"	"2017"	"2017"	21	710497	2.956	0.645
	"5-9 years"	"5-9"	"Ohio"	"39"	"2018"	"2018"	21	707973	2.966	0.647
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"1999"	"1999"	31	838719	3.696	0.664
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2000"	"2000"	37	822683	4.497	0.739
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2001"	"2001"	33	803825	4.105	0.715
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2002"	"2002"	31	784880	3.950	0.709
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2003"	"2003"	32	767844	4.168	0.737
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2004"	"2004"	36	754754	4.770	0.795
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2005"	"2005"	26	746114	3.485	0.683
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2006"	"2006"	30	746070	4.021	0.734
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2007"	"2007"	26	746215	3.484	0.683
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2008"	"2008"	29	749392	3.870	0.719
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2009"	"2009"	26	752787	3.454	0.677
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2010"	"2010"	40	752254	5.317	0.841
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2011"	"2011"	27	749286	3.603	0.693
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2012"	"2012"	36	749264	4.805	0.801
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2013"	"2013"	40	747397	5.352	0.846
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2014"	"2014"	26	741528	3.506	0.688
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2015"	"2015"	34	737326	4.611	0.791
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2016"	"2016"	34	732988	4.639	0.796
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2017"	"2017"	41	729475	5.620	0.878
	"5-9 years"	"5-9"	"Pennsylvania"	"42"	"2018"	"2018"	24	725900	3.306	0.675
	"5-9 years"	"5-9"	"Tennessee"	"47"	"2008"	"2008"	23	410143	5.608	1.169
	"5-9 years"	"5-9"	"Tennessee"	"47"	"2009"	"2009"	20	411618	4.859	1.086
