"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"40-44 years"	"40-44"	"Florida"	"12"	"2013"	"2013"	35	1265846	2.765	0.467
	"40-44 years"	"40-44"	"Florida"	"12"	"2014"	"2014"	26	1259429	2.064	0.405
	"40-44 years"	"40-44"	"Florida"	"12"	"2015"	"2015"	33	1246858	2.647	0.461
	"40-44 years"	"40-44"	"Florida"	"12"	"2016"	"2016"	29	1233230	2.352	0.437
	"40-44 years"	"40-44"	"Florida"	"12"	"2017"	"2017"	25	1235959	2.023	0.405
	"40-44 years"	"40-44"	"Florida"	"12"	"2018"	"2018"	32	1246966	2.566	0.454
	"40-44 years"	"40-44"	"Georgia"	"13"	"2001"	"2001"	18	674368	2.669	0.629
	"40-44 years"	"40-44"	"Georgia"	"13"	"2003"	"2003"	22	692293	3.178	0.678
	"40-44 years"	"40-44"	"Georgia"	"13"	"2005"	"2005"	17	711433	2.390	0.580
	"40-44 years"	"40-44"	"Georgia"	"13"	"2006"	"2006"	17	714965	2.378	0.577
	"40-44 years"	"40-44"	"Georgia"	"13"	"2007"	"2007"	17	713337	2.383	0.578
	"40-44 years"	"40-44"	"Georgia"	"13"	"2009"	"2009"	22	700291	3.142	0.670
	"40-44 years"	"40-44"	"Georgia"	"13"	"2014"	"2014"	17	707076	2.404	0.583
	"40-44 years"	"40-44"	"Georgia"	"13"	"2018"	"2018"	17	666565	2.550	0.619
	"40-44 years"	"40-44"	"Illinois"	"17"	"1999"	"1999"	19	977421	1.944	0.446
	"40-44 years"	"40-44"	"Illinois"	"17"	"2000"	"2000"	27	988790	2.731	0.526
	"40-44 years"	"40-44"	"Illinois"	"17"	"2001"	"2001"	28	998028	2.806	0.530
	"40-44 years"	"40-44"	"Illinois"	"17"	"2002"	"2002"	25	996885	2.508	0.502
	"40-44 years"	"40-44"	"Illinois"	"17"	"2003"	"2003"	18	989314	1.819	0.429
	"40-44 years"	"40-44"	"Illinois"	"17"	"2004"	"2004"	27	980971	2.752	0.530
	"40-44 years"	"40-44"	"Illinois"	"17"	"2005"	"2005"	23	962577	2.389	0.498
	"40-44 years"	"40-44"	"Illinois"	"17"	"2006"	"2006"	19	938217	2.025	0.465
	"40-44 years"	"40-44"	"Illinois"	"17"	"2007"	"2007"	16	914035	1.750	0.438
	"40-44 years"	"40-44"	"Illinois"	"17"	"2009"	"2009"	18	875346	2.056	0.485
	"40-44 years"	"40-44"	"Illinois"	"17"	"2011"	"2011"	17	873407	1.946	0.472
	"40-44 years"	"40-44"	"Illinois"	"17"	"2012"	"2012"	21	869800	2.414	0.527
	"40-44 years"	"40-44"	"Illinois"	"17"	"2013"	"2013"	20	858656	2.329	0.521
	"40-44 years"	"40-44"	"Illinois"	"17"	"2014"	"2014"	24	842074	2.850	0.582
	"40-44 years"	"40-44"	"Illinois"	"17"	"2015"	"2015"	22	820486	2.681	0.572
	"40-44 years"	"40-44"	"Illinois"	"17"	"2016"	"2016"	21	795959	2.638	0.576
	"40-44 years"	"40-44"	"Indiana"	"18"	"2001"	"2001"	18	487812	3.690	0.870
	"40-44 years"	"40-44"	"Indiana"	"18"	"2003"	"2003"	20	482626	4.144	0.927
	"40-44 years"	"40-44"	"Indiana"	"18"	"2005"	"2005"	16	475312	3.366	0.842
	"40-44 years"	"40-44"	"Massachusetts"	"25"	"1999"	"1999"	21	515100	4.077	0.890
	"40-44 years"	"40-44"	"Massachusetts"	"25"	"2002"	"2002"	17	531345	3.199	0.776
	"40-44 years"	"40-44"	"Massachusetts"	"25"	"2003"	"2003"	17	529760	3.209	0.778
	"40-44 years"	"40-44"	"Michigan"	"26"	"1999"	"1999"	24	807841	2.971	0.606
	"40-44 years"	"40-44"	"Michigan"	"26"	"2000"	"2000"	23	812276	2.832	0.590
	"40-44 years"	"40-44"	"Michigan"	"26"	"2001"	"2001"	29	813422	3.565	0.662
	"40-44 years"	"40-44"	"Michigan"	"26"	"2002"	"2002"	21	804779	2.609	0.569
	"40-44 years"	"40-44"	"Michigan"	"26"	"2003"	"2003"	32	794227	4.029	0.712
	"40-44 years"	"40-44"	"Michigan"	"26"	"2004"	"2004"	19	786809	2.415	0.554
	"40-44 years"	"40-44"	"Michigan"	"26"	"2005"	"2005"	17	770306	2.207	0.535
	"40-44 years"	"40-44"	"Michigan"	"26"	"2006"	"2006"	21	748354	2.806	0.612
	"40-44 years"	"40-44"	"Michigan"	"26"	"2007"	"2007"	17	724024	2.348	0.569
	"40-44 years"	"40-44"	"Michigan"	"26"	"2008"	"2008"	20	698366	2.864	0.640
	"40-44 years"	"40-44"	"Michigan"	"26"	"2009"	"2009"	22	674817	3.260	0.695
	"40-44 years"	"40-44"	"Michigan"	"26"	"2010"	"2010"	20	663807	3.013	0.674
	"40-44 years"	"40-44"	"Michigan"	"26"	"2011"	"2011"	17	661475	2.570	0.623
	"40-44 years"	"40-44"	"Michigan"	"26"	"2012"	"2012"	17	653212	2.603	0.631
	"40-44 years"	"40-44"	"Michigan"	"26"	"2016"	"2016"	20	575075	3.478	0.778
	"40-44 years"	"40-44"	"Minnesota"	"27"	"2000"	"2000"	16	412926	3.875	0.969
	"40-44 years"	"40-44"	"Minnesota"	"27"	"2003"	"2003"	17	422126	4.027	0.977
	"40-44 years"	"40-44"	"Minnesota"	"27"	"2005"	"2005"	16	409832	3.904	0.976
	"40-44 years"	"40-44"	"Minnesota"	"27"	"2007"	"2007"	16	382138	4.187	1.047
	"40-44 years"	"40-44"	"Missouri"	"29"	"2000"	"2000"	16	445644	3.590	0.898
	"40-44 years"	"40-44"	"Missouri"	"29"	"2003"	"2003"	17	451616	3.764	0.913
	"40-44 years"	"40-44"	"Missouri"	"29"	"2005"	"2005"	18	441743	4.075	0.960
	"40-44 years"	"40-44"	"Missouri"	"29"	"2007"	"2007"	18	413286	4.355	1.027
	"40-44 years"	"40-44"	"New Jersey"	"34"	"2005"	"2005"	18	722087	2.493	0.588
	"40-44 years"	"40-44"	"New Jersey"	"34"	"2006"	"2006"	16	709951	2.254	0.563
	"40-44 years"	"40-44"	"New Jersey"	"34"	"2008"	"2008"	16	675290	2.369	0.592
	"40-44 years"	"40-44"	"New Jersey"	"34"	"2018"	"2018"	21	555570	3.780	0.825
	"40-44 years"	"40-44"	"New York"	"36"	"1999"	"1999"	36	1492389	2.412	0.402
	"40-44 years"	"40-44"	"New York"	"36"	"2000"	"2000"	35	1511463	2.316	0.391
	"40-44 years"	"40-44"	"New York"	"36"	"2001"	"2001"	23	1530608	1.503	0.313
	"40-44 years"	"40-44"	"New York"	"36"	"2002"	"2002"	35	1532264	2.284	0.386
	"40-44 years"	"40-44"	"New York"	"36"	"2003"	"2003"	45	1531183	2.939	0.438
	"40-44 years"	"40-44"	"New York"	"36"	"2004"	"2004"	38	1529508	2.484	0.403
	"40-44 years"	"40-44"	"New York"	"36"	"2005"	"2005"	38	1505481	2.524	0.409
	"40-44 years"	"40-44"	"New York"	"36"	"2006"	"2006"	28	1475057	1.898	0.359
	"40-44 years"	"40-44"	"New York"	"36"	"2007"	"2007"	29	1439224	2.015	0.374
	"40-44 years"	"40-44"	"New York"	"36"	"2008"	"2008"	34	1404934	2.420	0.415
	"40-44 years"	"40-44"	"New York"	"36"	"2009"	"2009"	30	1369265	2.191	0.400
	"40-44 years"	"40-44"	"New York"	"36"	"2010"	"2010"	25	1352363	1.849	0.370
	"40-44 years"	"40-44"	"New York"	"36"	"2011"	"2011"	22	1343245	1.638	0.349
	"40-44 years"	"40-44"	"New York"	"36"	"2012"	"2012"	24	1322435	1.815	0.370
	"40-44 years"	"40-44"	"New York"	"36"	"2013"	"2013"	25	1290918	1.937	0.387
	"40-44 years"	"40-44"	"New York"	"36"	"2014"	"2014"	35	1254352	2.790	0.472
	"40-44 years"	"40-44"	"New York"	"36"	"2015"	"2015"	30	1215137	2.469	0.451
	"40-44 years"	"40-44"	"New York"	"36"	"2016"	"2016"	24	1176422	2.040	0.416
	"40-44 years"	"40-44"	"New York"	"36"	"2017"	"2017"	23	1160448	1.982	0.413
	"40-44 years"	"40-44"	"New York"	"36"	"2018"	"2018"	30	1156292	2.595	0.474
	"40-44 years"	"40-44"	"North Carolina"	"37"	"1999"	"1999"	16	623687	2.565	0.641
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2000"	"2000"	16	634719	2.521	0.630
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2001"	"2001"	16	647741	2.470	0.618
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2002"	"2002"	23	654270	3.515	0.733
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2003"	"2003"	19	661061	2.874	0.659
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2008"	"2008"	20	669799	2.986	0.668
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2009"	"2009"	17	665269	2.555	0.620
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2010"	"2010"	17	670034	2.537	0.615
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2012"	"2012"	16	688687	2.323	0.581
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2013"	"2013"	20	687173	2.910	0.651
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2014"	"2014"	16	678291	2.359	0.590
	"40-44 years"	"40-44"	"North Carolina"	"37"	"2017"	"2017"	20	636953	3.140	0.702
	"40-44 years"	"40-44"	"Ohio"	"39"	"1999"	"1999"	20	919604	2.175	0.486
	"40-44 years"	"40-44"	"Ohio"	"39"	"2000"	"2000"	20	922677	2.168	0.485
	"40-44 years"	"40-44"	"Ohio"	"39"	"2001"	"2001"	23	924959	2.487	0.518
	"40-44 years"	"40-44"	"Ohio"	"39"	"2002"	"2002"	28	915016	3.060	0.578
	"40-44 years"	"40-44"	"Ohio"	"39"	"2003"	"2003"	30	899862	3.334	0.609
	"40-44 years"	"40-44"	"Ohio"	"39"	"2004"	"2004"	23	886950	2.593	0.541
	"40-44 years"	"40-44"	"Ohio"	"39"	"2005"	"2005"	28	868006	3.226	0.610
	"40-44 years"	"40-44"	"Ohio"	"39"	"2006"	"2006"	24	840713	2.855	0.583
	"40-44 years"	"40-44"	"Ohio"	"39"	"2007"	"2007"	18	814653	2.210	0.521
	"40-44 years"	"40-44"	"Ohio"	"39"	"2008"	"2008"	30	790142	3.797	0.693
	"40-44 years"	"40-44"	"Ohio"	"39"	"2009"	"2009"	20	770297	2.596	0.581
	"40-44 years"	"40-44"	"Ohio"	"39"	"2010"	"2010"	19	761036	2.497	0.573
	"40-44 years"	"40-44"	"Ohio"	"39"	"2012"	"2012"	21	756201	2.777	0.606
	"40-44 years"	"40-44"	"Ohio"	"39"	"2013"	"2013"	17	744647	2.283	0.554
	"40-44 years"	"40-44"	"Ohio"	"39"	"2014"	"2014"	24	726225	3.305	0.675
	"40-44 years"	"40-44"	"Ohio"	"39"	"2015"	"2015"	19	704164	2.698	0.619
	"40-44 years"	"40-44"	"Ohio"	"39"	"2017"	"2017"	26	665373	3.908	0.766
	"40-44 years"	"40-44"	"Ohio"	"39"	"2018"	"2018"	19	665977	2.853	0.655
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"1999"	"1999"	33	993222	3.323	0.578
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2000"	"2000"	31	997325	3.108	0.558
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2001"	"2001"	21	1001619	2.097	0.458
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2002"	"2002"	30	992734	3.022	0.552
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2003"	"2003"	29	979062	2.962	0.550
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2004"	"2004"	29	967730	2.997	0.556
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2005"	"2005"	24	951969	2.521	0.515
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2006"	"2006"	25	929004	2.691	0.538
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2007"	"2007"	20	906989	2.205	0.493
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2008"	"2008"	26	885181	2.937	0.576
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2009"	"2009"	20	863209	2.317	0.518
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2010"	"2010"	26	849300	3.061	0.600
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2011"	"2011"	24	844479	2.842	0.580
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2012"	"2012"	19	831108	2.286	0.524
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2013"	"2013"	22	810813	2.713	0.578
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2015"	"2015"	16	756392	2.115	0.529
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2016"	"2016"	21	726301	2.891	0.631
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2017"	"2017"	18	713934	2.521	0.594
	"40-44 years"	"40-44"	"Pennsylvania"	"42"	"2018"	"2018"	20	714928	2.797	0.626
	"40-44 years"	"40-44"	"Tennessee"	"47"	"2001"	"2001"	18	453947	3.965	0.935
	"40-44 years"	"40-44"	"Tennessee"	"47"	"2003"	"2003"	21	454212	4.623	1.009
	"40-44 years"	"40-44"	"Tennessee"	"47"	"2014"	"2014"	17	433080	3.925	0.952
	"40-44 years"	"40-44"	"Tennessee"	"47"	"2018"	"2018"	18	407379	4.418	1.041
	"40-44 years"	"40-44"	"Texas"	"48"	"1999"	"1999"	40	1603808	2.494	0.394
	"40-44 years"	"40-44"	"Texas"	"48"	"2000"	"2000"	53	1643072	3.226	0.443
	"40-44 years"	"40-44"	"Texas"	"48"	"2001"	"2001"	68	1676872	4.055	0.492
	"40-44 years"	"40-44"	"Texas"	"48"	"2002"	"2002"	36	1693467	2.126	0.354
	"40-44 years"	"40-44"	"Texas"	"48"	"2003"	"2003"	45	1707795	2.635	0.393
	"40-44 years"	"40-44"	"Texas"	"48"	"2004"	"2004"	34	1721497	1.975	0.339
	"40-44 years"	"40-44"	"Texas"	"48"	"2005"	"2005"	45	1713540	2.626	0.391
	"40-44 years"	"40-44"	"Texas"	"48"	"2006"	"2006"	35	1707389	2.050	0.346
	"40-44 years"	"40-44"	"Texas"	"48"	"2007"	"2007"	41	1691301	2.424	0.379
	"40-44 years"	"40-44"	"Texas"	"48"	"2008"	"2008"	30	1677080	1.789	0.327
	"40-44 years"	"40-44"	"Texas"	"48"	"2009"	"2009"	31	1678530	1.847	0.332
	"40-44 years"	"40-44"	"Texas"	"48"	"2010"	"2010"	35	1703558	2.055	0.347
	"40-44 years"	"40-44"	"Texas"	"48"	"2011"	"2011"	38	1747637	2.174	0.353
	"40-44 years"	"40-44"	"Texas"	"48"	"2012"	"2012"	34	1786452	1.903	0.326
	"40-44 years"	"40-44"	"Texas"	"48"	"2013"	"2013"	39	1807248	2.158	0.346
	"40-44 years"	"40-44"	"Texas"	"48"	"2014"	"2014"	45	1821910	2.470	0.368
	"40-44 years"	"40-44"	"Texas"	"48"	"2015"	"2015"	35	1826729	1.916	0.324
	"40-44 years"	"40-44"	"Texas"	"48"	"2016"	"2016"	33	1819521	1.814	0.316
	"40-44 years"	"40-44"	"Texas"	"48"	"2017"	"2017"	32	1827557	1.751	0.310
	"40-44 years"	"40-44"	"Texas"	"48"	"2018"	"2018"	30	1846636	1.625	0.297
	"40-44 years"	"40-44"	"Virginia"	"51"	"1999"	"1999"	22	580535	3.790	0.808
	"40-44 years"	"40-44"	"Virginia"	"51"	"2001"	"2001"	17	601193	2.828	0.686
	"40-44 years"	"40-44"	"Virginia"	"51"	"2002"	"2002"	18	605887	2.971	0.700
	"40-44 years"	"40-44"	"Virginia"	"51"	"2005"	"2005"	17	612205	2.777	0.673
	"40-44 years"	"40-44"	"Washington"	"53"	"1999"	"1999"	23	490566	4.688	0.978
	"40-44 years"	"40-44"	"Washington"	"53"	"2002"	"2002"	24	495484	4.844	0.989
	"40-44 years"	"40-44"	"Washington"	"53"	"2004"	"2004"	17	492289	3.453	0.838
	"40-44 years"	"40-44"	"Washington"	"53"	"2005"	"2005"	17	486078	3.497	0.848
	"40-44 years"	"40-44"	"Washington"	"53"	"2006"	"2006"	16	476861	3.355	0.839
	"40-44 years"	"40-44"	"Washington"	"53"	"2007"	"2007"	17	467046	3.640	0.883
	"40-44 years"	"40-44"	"Washington"	"53"	"2008"	"2008"	16	458905	3.487	0.872
	"40-44 years"	"40-44"	"Washington"	"53"	"2011"	"2011"	18	469754	3.832	0.903
	"40-44 years"	"40-44"	"Washington"	"53"	"2013"	"2013"	20	466828	4.284	0.958
	"40-44 years"	"40-44"	"Washington"	"53"	"2018"	"2018"	18	466026	3.862	0.910
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"1999"	"1999"	21	435951	4.817	1.051
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2000"	"2000"	19	441231	4.306	0.988
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2001"	"2001"	20	448007	4.464	0.998
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2002"	"2002"	19	449471	4.227	0.970
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2006"	"2006"	18	425318	4.232	0.998
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2017"	"2017"	18	328385	5.481	1.292
	"40-44 years"	"40-44"	"Wisconsin"	"55"	"2018"	"2018"	17	332649	5.110	1.239
	"45-49 years"	"45-49"	"Alabama"	"01"	"1999"	"1999"	16	309892	5.163	1.291
	"45-49 years"	"45-49"	"Alabama"	"01"	"2007"	"2007"	17	348251	4.882	1.184
	"45-49 years"	"45-49"	"Alabama"	"01"	"2011"	"2011"	16	337145	4.746	1.186
	"45-49 years"	"45-49"	"Arizona"	"04"	"1999"	"1999"	18	322567	5.580	1.315
	"45-49 years"	"45-49"	"Arizona"	"04"	"2007"	"2007"	19	420635	4.517	1.036
	"45-49 years"	"45-49"	"Arizona"	"04"	"2012"	"2012"	20	412111	4.853	1.085
	"45-49 years"	"45-49"	"Arizona"	"04"	"2013"	"2013"	16	407467	3.927	0.982
	"45-49 years"	"45-49"	"Arizona"	"04"	"2015"	"2015"	23	411352	5.591	1.166
	"45-49 years"	"45-49"	"Arizona"	"04"	"2017"	"2017"	21	428257	4.904	1.070
	"45-49 years"	"45-49"	"California"	"06"	"1999"	"1999"	108	2269009	4.760	0.458
	"45-49 years"	"45-49"	"California"	"06"	"2000"	"2000"	102	2345152	4.349	0.431
	"45-49 years"	"45-49"	"California"	"06"	"2001"	"2001"	106	2411423	4.396	0.427
	"45-49 years"	"45-49"	"California"	"06"	"2002"	"2002"	96	2484389	3.864	0.394
	"45-49 years"	"45-49"	"California"	"06"	"2003"	"2003"	99	2546721	3.887	0.391
	"45-49 years"	"45-49"	"California"	"06"	"2004"	"2004"	95	2584689	3.675	0.377
	"45-49 years"	"45-49"	"California"	"06"	"2005"	"2005"	99	2630116	3.764	0.378
	"45-49 years"	"45-49"	"California"	"06"	"2006"	"2006"	91	2658317	3.423	0.359
	"45-49 years"	"45-49"	"California"	"06"	"2007"	"2007"	92	2671568	3.444	0.359
	"45-49 years"	"45-49"	"California"	"06"	"2008"	"2008"	84	2683057	3.131	0.342
	"45-49 years"	"45-49"	"California"	"06"	"2009"	"2009"	95	2702241	3.516	0.361
	"45-49 years"	"45-49"	"California"	"06"	"2010"	"2010"	105	2682475	3.914	0.382
	"45-49 years"	"45-49"	"California"	"06"	"2011"	"2011"	88	2645915	3.326	0.355
	"45-49 years"	"45-49"	"California"	"06"	"2012"	"2012"	102	2608958	3.910	0.387
	"45-49 years"	"45-49"	"California"	"06"	"2013"	"2013"	86	2577629	3.336	0.360
	"45-49 years"	"45-49"	"California"	"06"	"2014"	"2014"	79	2557781	3.089	0.347
	"45-49 years"	"45-49"	"California"	"06"	"2015"	"2015"	93	2572324	3.615	0.375
	"45-49 years"	"45-49"	"California"	"06"	"2016"	"2016"	100	2590690	3.860	0.386
	"45-49 years"	"45-49"	"California"	"06"	"2017"	"2017"	64	2587239	2.474	0.309
	"45-49 years"	"45-49"	"California"	"06"	"2018"	"2018"	87	2559441	3.399	0.364
	"45-49 years"	"45-49"	"Colorado"	"08"	"2002"	"2002"	17	355435	4.783	1.160
	"45-49 years"	"45-49"	"Colorado"	"08"	"2003"	"2003"	17	360576	4.715	1.143
	"45-49 years"	"45-49"	"Colorado"	"08"	"2004"	"2004"	18	363311	4.954	1.168
	"45-49 years"	"45-49"	"Colorado"	"08"	"2006"	"2006"	21	374525	5.607	1.224
	"45-49 years"	"45-49"	"Colorado"	"08"	"2007"	"2007"	17	376497	4.515	1.095
	"45-49 years"	"45-49"	"Colorado"	"08"	"2008"	"2008"	16	376847	4.246	1.061
	"45-49 years"	"45-49"	"Colorado"	"08"	"2012"	"2012"	16	350587	4.564	1.141
	"45-49 years"	"45-49"	"Florida"	"12"	"1999"	"1999"	29	1049792	2.762	0.513
	"45-49 years"	"45-49"	"Florida"	"12"	"2000"	"2000"	44	1094898	4.019	0.606
	"45-49 years"	"45-49"	"Florida"	"12"	"2001"	"2001"	44	1134584	3.878	0.585
	"45-49 years"	"45-49"	"Florida"	"12"	"2002"	"2002"	47	1183444	3.971	0.579
	"45-49 years"	"45-49"	"Florida"	"12"	"2003"	"2003"	49	1227078	3.993	0.570
	"45-49 years"	"45-49"	"Florida"	"12"	"2004"	"2004"	44	1270404	3.463	0.522
	"45-49 years"	"45-49"	"Florida"	"12"	"2005"	"2005"	53	1317206	4.024	0.553
	"45-49 years"	"45-49"	"Florida"	"12"	"2006"	"2006"	47	1357641	3.462	0.505
	"45-49 years"	"45-49"	"Florida"	"12"	"2007"	"2007"	47	1375257	3.418	0.498
	"45-49 years"	"45-49"	"Florida"	"12"	"2008"	"2008"	54	1388103	3.890	0.529
	"45-49 years"	"45-49"	"Florida"	"12"	"2009"	"2009"	40	1400748	2.856	0.452
	"45-49 years"	"45-49"	"Florida"	"12"	"2010"	"2010"	51	1398574	3.647	0.511
	"45-49 years"	"45-49"	"Florida"	"12"	"2011"	"2011"	44	1377123	3.195	0.482
	"45-49 years"	"45-49"	"Florida"	"12"	"2012"	"2012"	46	1354353	3.396	0.501
	"45-49 years"	"45-49"	"Florida"	"12"	"2013"	"2013"	45	1327054	3.391	0.505
	"45-49 years"	"45-49"	"Florida"	"12"	"2014"	"2014"	51	1304881	3.908	0.547
	"45-49 years"	"45-49"	"Florida"	"12"	"2015"	"2015"	47	1307542	3.595	0.524
	"45-49 years"	"45-49"	"Florida"	"12"	"2016"	"2016"	59	1329663	4.437	0.578
	"45-49 years"	"45-49"	"Florida"	"12"	"2017"	"2017"	44	1344617	3.272	0.493
	"45-49 years"	"45-49"	"Florida"	"12"	"2018"	"2018"	42	1348678	3.114	0.481
	"45-49 years"	"45-49"	"Georgia"	"13"	"1999"	"1999"	16	559425	2.860	0.715
	"45-49 years"	"45-49"	"Georgia"	"13"	"2000"	"2000"	23	578523	3.976	0.829
	"45-49 years"	"45-49"	"Georgia"	"13"	"2001"	"2001"	16	594742	2.690	0.673
	"45-49 years"	"45-49"	"Georgia"	"13"	"2002"	"2002"	20	615253	3.251	0.727
	"45-49 years"	"45-49"	"Georgia"	"13"	"2003"	"2003"	20	632620	3.161	0.707
	"45-49 years"	"45-49"	"Georgia"	"13"	"2004"	"2004"	22	646664	3.402	0.725
	"45-49 years"	"45-49"	"Georgia"	"13"	"2005"	"2005"	24	664994	3.609	0.737
	"45-49 years"	"45-49"	"Georgia"	"13"	"2007"	"2007"	21	696382	3.016	0.658
	"45-49 years"	"45-49"	"Georgia"	"13"	"2008"	"2008"	23	707031	3.253	0.678
	"45-49 years"	"45-49"	"Georgia"	"13"	"2009"	"2009"	23	718047	3.203	0.668
	"45-49 years"	"45-49"	"Georgia"	"13"	"2010"	"2010"	23	723244	3.180	0.663
	"45-49 years"	"45-49"	"Georgia"	"13"	"2011"	"2011"	27	717703	3.762	0.724
	"45-49 years"	"45-49"	"Georgia"	"13"	"2012"	"2012"	16	709269	2.256	0.564
	"45-49 years"	"45-49"	"Georgia"	"13"	"2013"	"2013"	26	698785	3.721	0.730
	"45-49 years"	"45-49"	"Georgia"	"13"	"2014"	"2014"	32	691384	4.628	0.818
	"45-49 years"	"45-49"	"Georgia"	"13"	"2015"	"2015"	24	695682	3.450	0.704
	"45-49 years"	"45-49"	"Georgia"	"13"	"2016"	"2016"	36	708423	5.082	0.847
	"45-49 years"	"45-49"	"Georgia"	"13"	"2017"	"2017"	27	715784	3.772	0.726
	"45-49 years"	"45-49"	"Georgia"	"13"	"2018"	"2018"	24	718148	3.342	0.682
	"45-49 years"	"45-49"	"Illinois"	"17"	"1999"	"1999"	28	857556	3.265	0.617
	"45-49 years"	"45-49"	"Illinois"	"17"	"2000"	"2000"	44	877971	5.012	0.756
	"45-49 years"	"45-49"	"Illinois"	"17"	"2001"	"2001"	41	894624	4.583	0.716
	"45-49 years"	"45-49"	"Illinois"	"17"	"2002"	"2002"	24	914730	2.624	0.536
	"45-49 years"	"45-49"	"Illinois"	"17"	"2003"	"2003"	30	932188	3.218	0.588
	"45-49 years"	"45-49"	"Illinois"	"17"	"2004"	"2004"	34	944741	3.599	0.617
	"45-49 years"	"45-49"	"Illinois"	"17"	"2005"	"2005"	30	956112	3.138	0.573
	"45-49 years"	"45-49"	"Illinois"	"17"	"2006"	"2006"	28	964149	2.904	0.549
	"45-49 years"	"45-49"	"Illinois"	"17"	"2007"	"2007"	37	963025	3.842	0.632
	"45-49 years"	"45-49"	"Illinois"	"17"	"2008"	"2008"	37	956686	3.868	0.636
	"45-49 years"	"45-49"	"Illinois"	"17"	"2009"	"2009"	34	951529	3.573	0.613
	"45-49 years"	"45-49"	"Illinois"	"17"	"2010"	"2010"	29	936066	3.098	0.575
	"45-49 years"	"45-49"	"Illinois"	"17"	"2011"	"2011"	26	912331	2.850	0.559
	"45-49 years"	"45-49"	"Illinois"	"17"	"2012"	"2012"	33	889515	3.710	0.646
	"45-49 years"	"45-49"	"Illinois"	"17"	"2013"	"2013"	27	867439	3.113	0.599
	"45-49 years"	"45-49"	"Illinois"	"17"	"2014"	"2014"	32	847183	3.777	0.668
	"45-49 years"	"45-49"	"Illinois"	"17"	"2015"	"2015"	22	838311	2.624	0.560
	"45-49 years"	"45-49"	"Illinois"	"17"	"2016"	"2016"	34	837777	4.058	0.696
	"45-49 years"	"45-49"	"Illinois"	"17"	"2017"	"2017"	25	831352	3.007	0.601
	"45-49 years"	"45-49"	"Illinois"	"17"	"2018"	"2018"	35	817094	4.283	0.724
	"45-49 years"	"45-49"	"Indiana"	"18"	"1999"	"1999"	21	429304	4.892	1.067
	"45-49 years"	"45-49"	"Indiana"	"18"	"2001"	"2001"	28	448933	6.237	1.179
	"45-49 years"	"45-49"	"Indiana"	"18"	"2002"	"2002"	19	458164	4.147	0.951
	"45-49 years"	"45-49"	"Indiana"	"18"	"2003"	"2003"	20	467213	4.281	0.957
	"45-49 years"	"45-49"	"Indiana"	"18"	"2004"	"2004"	20	471559	4.241	0.948
	"45-49 years"	"45-49"	"Indiana"	"18"	"2005"	"2005"	19	477254	3.981	0.913
	"45-49 years"	"45-49"	"Indiana"	"18"	"2006"	"2006"	16	482820	3.314	0.828
	"45-49 years"	"45-49"	"Indiana"	"18"	"2007"	"2007"	26	482191	5.392	1.057
	"45-49 years"	"45-49"	"Indiana"	"18"	"2008"	"2008"	19	479291	3.964	0.909
	"45-49 years"	"45-49"	"Indiana"	"18"	"2010"	"2010"	21	471672	4.452	0.972
	"45-49 years"	"45-49"	"Indiana"	"18"	"2011"	"2011"	24	458167	5.238	1.069
