"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"State"	"State Code"	Deaths	Population	Age-Adjusted Rate
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Arizona"	"04"	227	5652404	3.952
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Arkansas"	"05"	147	2749686	4.906
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"California"	"06"	1388	35574576	4.226
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Colorado"	"08"	176	4575013	4.214
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Connecticut"	"09"	155	3496094	4.051
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Delaware"	"10"	33	830803	3.805
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"District of Columbia"	"11"	18	567754	3.271
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Florida"	"12"	840	17415318	3.956
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Georgia"	"13"	285	8769252	3.579
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Hawaii"	"15"	34	1273569	2.476
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Idaho"	"16"	70	1391802	5.201
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Illinois"	"17"	511	12589773	4.078
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Indiana"	"18"	288	6233007	4.554
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Iowa"	"19"	160	2953635	4.943
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Kansas"	"20"	152	2734373	5.403
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Kentucky"	"21"	169	4146101	3.962
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Louisiana"	"22"	193	4552238	4.332
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Maine"	"23"	79	1313688	5.194
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Maryland"	"24"	236	5546935	4.341
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Massachusetts"	"25"	274	6412281	4.010
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Michigan"	"26"	473	10055315	4.593
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Minnesota"	"27"	228	5087713	4.443
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Mississippi"	"28"	143	2889010	4.956
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Missouri"	"29"	286	5747741	4.688
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Montana"	"30"	47	930009	4.555
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Nebraska"	"31"	96	1749370	5.194
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Nevada"	"32"	94	2346222	4.078
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"New Hampshire"	"33"	72	1290121	5.392
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"New Jersey"	"34"	356	8634561	3.925
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"New Mexico"	"35"	78	1903808	4.134
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"New York"	"36"	749	19171567	3.744
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"North Carolina"	"37"	370	8553152	4.258
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"North Dakota"	"38"	27	644705	4.060
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Ohio"	"39"	551	11452251	4.532
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Oklahoma"	"40"	168	3525233	4.533
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Oregon"	"41"	205	3569463	5.281
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Pennsylvania"	"42"	606	12410722	4.258
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Rhode Island"	"44"	58	1074579	4.809
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"South Carolina"	"45"	198	4210921	4.592
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"South Dakota"	"46"	49	770396	5.825
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Tennessee"	"47"	356	5910809	5.782
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Texas"	"48"	836	22394023	4.208
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Utah"	"49"	80	2401580	4.333
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Vermont"	"50"	27	619920	4.070
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Virginia"	"51"	292	7475575	3.962
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Washington"	"53"	335	6178645	5.529
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"West Virginia"	"54"	101	1816438	4.804
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Wisconsin"	"55"	246	5514026	4.269
	"Brain and Other Nervous System"	"31010-31040"	"2004"	"2004"	"Wyoming"	"56"	28	509106	5.618
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Alabama"	"01"	193	4565917	3.981
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Alaska"	"02"	21	666946	3.933
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Arizona"	"04"	279	5839077	4.706
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Arkansas"	"05"	146	2781097	4.796
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"California"	"06"	1476	35827943	4.396
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Colorado"	"08"	186	4631888	4.203
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Connecticut"	"09"	166	3506956	4.361
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Delaware"	"10"	39	845150	4.359
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"District of Columbia"	"11"	17	567136	3.350
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Florida"	"12"	889	17842038	4.130
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Georgia"	"13"	312	8925922	3.862
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Hawaii"	"15"	35	1292729	2.484
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Idaho"	"16"	81	1428241	5.778
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Illinois"	"17"	445	12609903	3.535
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Indiana"	"18"	278	6278616	4.346
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Iowa"	"19"	179	2964454	5.473
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Kansas"	"20"	156	2745299	5.405
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Kentucky"	"21"	180	4182742	4.093
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Louisiana"	"22"	221	4411396	5.026
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Maine"	"23"	80	1318787	5.244
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Maryland"	"24"	194	5592379	3.508
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Massachusetts"	"25"	285	6403290	4.090
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Michigan"	"26"	505	10051137	4.824
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Minnesota"	"27"	202	5119598	3.950
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Mississippi"	"28"	160	2876229	5.536
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Missouri"	"29"	287	5790300	4.637
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Montana"	"30"	54	940102	4.967
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Nebraska"	"31"	90	1761497	4.939
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Nevada"	"32"	99	2432143	4.090
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"New Hampshire"	"33"	66	1298492	4.882
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"New Jersey"	"34"	349	8651974	3.815
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"New Mexico"	"35"	70	1932274	3.499
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"New York"	"36"	785	19132610	3.904
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"North Carolina"	"37"	360	8705407	4.040
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"North Dakota"	"38"	35	646089	5.034
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Ohio"	"39"	529	11463320	4.314
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Oklahoma"	"40"	183	3548597	4.932
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Oregon"	"41"	235	3613202	6.064
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Pennsylvania"	"42"	577	12449990	4.018
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Rhode Island"	"44"	65	1067916	5.564
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"South Carolina"	"45"	198	4270150	4.490
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"South Dakota"	"46"	34	775493	4.011
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Tennessee"	"47"	331	5991057	5.312
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Texas"	"48"	893	22773020	4.412
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Utah"	"49"	88	2457719	4.514
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Vermont"	"50"	31	621215	4.426
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Virginia"	"51"	310	7577105	4.130
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Washington"	"53"	347	6257305	5.452
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"West Virginia"	"54"	108	1820492	5.044
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Wisconsin"	"55"	282	5546166	4.817
	"Brain and Other Nervous System"	"31010-31040"	"2005"	"2005"	"Wyoming"	"56"	21	514157	3.842
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Alabama"	"01"	198	4628981	3.976
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Alaska"	"02"	19	675302	4.277
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Arizona"	"04"	252	6029141	4.037
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Arkansas"	"05"	134	2821761	4.301
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"California"	"06"	1421	36021202	4.180
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Colorado"	"08"	199	4720423	4.394
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Connecticut"	"09"	154	3517460	3.965
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Delaware"	"10"	46	859268	4.973
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"District of Columbia"	"11"	21	570681	3.736
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Florida"	"12"	860	18166990	3.898
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Georgia"	"13"	319	9155813	3.735
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Hawaii"	"15"	30	1309731	2.113
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Idaho"	"16"	78	1468669	5.304
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Illinois"	"17"	510	12643955	4.018
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Indiana"	"18"	298	6332669	4.536
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Iowa"	"19"	176	2982644	5.261
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Kansas"	"20"	149	2762931	5.170
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Kentucky"	"21"	179	4219239	4.056
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Louisiana"	"22"	196	4302665	4.556
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Maine"	"23"	77	1323619	4.897
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Maryland"	"24"	208	5627367	3.603
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Massachusetts"	"25"	297	6410084	4.242
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Michigan"	"26"	499	10036081	4.734
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Minnesota"	"27"	211	5163555	4.000
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Mississippi"	"28"	125	2904978	4.276
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Missouri"	"29"	265	5842704	4.172
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Montana"	"30"	49	952692	4.664
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Nebraska"	"31"	80	1772693	4.232
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Nevada"	"32"	110	2522658	4.577
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Hampshire"	"33"	71	1308389	5.218
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Jersey"	"34"	325	8661679	3.512
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New Mexico"	"35"	75	1962137	3.774
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"New York"	"36"	753	19104631	3.700
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"North Carolina"	"37"	351	8917270	3.824
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"North Dakota"	"38"	44	649422	6.247
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Ohio"	"39"	555	11481213	4.457
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Oklahoma"	"40"	164	3594090	4.334
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Oregon"	"41"	179	3670883	4.445
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Pennsylvania"	"42"	577	12510809	3.946
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Rhode Island"	"44"	50	1063096	4.181
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"South Carolina"	"45"	199	4357847	4.390
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"South Dakota"	"46"	36	783033	4.380
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Tennessee"	"47"	329	6088766	5.082
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Texas"	"48"	893	23359580	4.274
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Utah"	"49"	108	2525507	5.362
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Vermont"	"50"	34	622892	4.762
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Virginia"	"51"	272	7673725	3.515
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Washington"	"53"	333	6370753	5.101
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"West Virginia"	"54"	84	1827912	3.818
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Wisconsin"	"55"	271	5577655	4.544
	"Brain and Other Nervous System"	"31010-31040"	"2006"	"2006"	"Wyoming"	"56"	23	522667	4.205
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Alabama"	"01"	242	4672840	4.802
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Alaska"	"02"	20	680300	4.118
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Arizona"	"04"	254	6167681	3.969
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Arkansas"	"05"	173	2848650	5.539
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"California"	"06"	1481	36250311	4.284
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Colorado"	"08"	208	4803868	4.602
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Connecticut"	"09"	154	3527270	4.003
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Delaware"	"10"	35	871749	3.743
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Florida"	"12"	851	18367842	3.811
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Georgia"	"13"	327	9349988	3.874
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Hawaii"	"15"	30	1315675	2.014
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Idaho"	"16"	72	1505105	4.944
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Illinois"	"17"	497	12695866	3.837
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Indiana"	"18"	314	6379599	4.692
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Iowa"	"19"	177	2999212	5.307
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Kansas"	"20"	135	2783785	4.607
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Kentucky"	"21"	222	4256672	4.905
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Louisiana"	"22"	196	4375581	4.440
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Maine"	"23"	69	1327040	4.391
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Maryland"	"24"	223	5653408	3.852
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Massachusetts"	"25"	296	6431559	4.175
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Michigan"	"26"	502	10001284	4.711
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Minnesota"	"27"	261	5207203	4.815
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Mississippi"	"28"	133	2928350	4.436
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Missouri"	"29"	296	5887612	4.636
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Montana"	"30"	55	964706	4.949
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Nebraska"	"31"	104	1783440	5.614
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Nevada"	"32"	100	2601072	3.795
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Hampshire"	"33"	62	1312540	4.511
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Jersey"	"34"	363	8677885	3.890
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New Mexico"	"35"	65	1990070	2.988
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"New York"	"36"	765	19132335	3.709
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"North Carolina"	"37"	385	9118037	4.060
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"North Dakota"	"38"	32	652822	4.484
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Ohio"	"39"	532	11500468	4.198
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Oklahoma"	"40"	173	3634349	4.511
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Oregon"	"41"	210	3722417	5.140
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Pennsylvania"	"42"	601	12563937	4.092
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Rhode Island"	"44"	39	1057315	3.228
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"South Carolina"	"45"	208	4444110	4.408
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"South Dakota"	"46"	45	791623	5.368
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Tennessee"	"47"	293	6175727	4.434
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Texas"	"48"	871	23831983	4.017
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Utah"	"49"	91	2597746	4.286
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Vermont"	"50"	34	623481	4.799
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Virginia"	"51"	303	7751000	3.826
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Washington"	"53"	316	6461587	4.783
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"West Virginia"	"54"	105	1834052	4.764
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Wisconsin"	"55"	278	5610775	4.600
	"Brain and Other Nervous System"	"31010-31040"	"2007"	"2007"	"Wyoming"	"56"	23	534876	4.003
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Alabama"	"01"	247	4718206	4.826
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Alaska"	"02"	26	687455	3.948
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Arizona"	"04"	273	6280362	4.119
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Arkansas"	"05"	158	2874554	5.037
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"California"	"06"	1513	36604337	4.260
	"Brain and Other Nervous System"	"31010-31040"	"2008"	"2008"	"Colorado"	"08"	207	4889730	4.304
