"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Arkansas"	"05"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	Missing	Missing	Missing
	"Arkansas"	"05"	"1999"	"1999"	"Brain"	"31010"	Missing	Missing	Missing
	"Arkansas"	"05"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	Missing	Missing	Missing
	"Arkansas"	"05"	"2000"	"2000"	"Respiratory System"	"22010-22060"	Missing	Missing	Missing
	"Arkansas"	"05"	"2000"	"2000"	"Lung and Bronchus"	"22030"	Missing	Missing	Missing
	"Arkansas"	"05"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	Missing	Missing	Missing
	"Arkansas"	"05"	"2000"	"2000"	"Brain"	"31010"	Missing	Missing	Missing
	"Arkansas"	"05"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	Missing	Missing	Missing
	"Arkansas"	"05"	"2001"	"2001"	"Respiratory System"	"22010-22060"	2602	2691571	88.845
	"Arkansas"	"05"	"2001"	"2001"	"Lung and Bronchus"	"22030"	2444	2691571	83.336
	"Arkansas"	"05"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	151	2691571	5.419
	"Arkansas"	"05"	"2001"	"2001"	"Brain"	"31010"	144	2691571	5.156
	"Arkansas"	"05"	"2002"	"2002"	"Respiratory System"	"22010-22060"	2636	2705927	88.678
	"Arkansas"	"05"	"2002"	"2002"	"Lung and Bronchus"	"22030"	2455	2705927	82.516
	"Arkansas"	"05"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	150	2705927	5.299
	"Arkansas"	"05"	"2002"	"2002"	"Brain"	"31010"	144	2705927	5.085
	"Arkansas"	"05"	"2003"	"2003"	"Respiratory System"	"22010-22060"	2652	2724816	88.223
	"Arkansas"	"05"	"2003"	"2003"	"Lung and Bronchus"	"22030"	2472	2724816	82.221
	"Arkansas"	"05"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	186	2724816	6.604
	"Arkansas"	"05"	"2003"	"2003"	"Brain"	"31010"	176	2724816	6.232
	"Arkansas"	"05"	"2004"	"2004"	"Respiratory System"	"22010-22060"	2734	2749686	89.380
	"Arkansas"	"05"	"2004"	"2004"	"Lung and Bronchus"	"22030"	2526	2749686	82.545
	"Arkansas"	"05"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	183	2749686	6.277
	"Arkansas"	"05"	"2004"	"2004"	"Brain"	"31010"	175	2749686	5.997
	"Arkansas"	"05"	"2005"	"2005"	"Respiratory System"	"22010-22060"	2791	2781097	89.787
	"Arkansas"	"05"	"2005"	"2005"	"Lung and Bronchus"	"22030"	2609	2781097	83.911
	"Arkansas"	"05"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	188	2781097	6.444
	"Arkansas"	"05"	"2005"	"2005"	"Brain"	"31010"	181	2781097	6.182
	"Arkansas"	"05"	"2006"	"2006"	"Respiratory System"	"22010-22060"	2687	2821761	84.426
	"Arkansas"	"05"	"2006"	"2006"	"Lung and Bronchus"	"22030"	2498	2821761	78.489
	"Arkansas"	"05"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	204	2821761	6.780
	"Arkansas"	"05"	"2006"	"2006"	"Brain"	"31010"	198	2821761	6.566
	"Arkansas"	"05"	"2007"	"2007"	"Respiratory System"	"22010-22060"	2878	2848650	89.391
	"Arkansas"	"05"	"2007"	"2007"	"Lung and Bronchus"	"22030"	2705	2848650	84.055
	"Arkansas"	"05"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	223	2848650	7.383
	"Arkansas"	"05"	"2007"	"2007"	"Brain"	"31010"	214	2848650	7.071
	"Arkansas"	"05"	"2008"	"2008"	"Respiratory System"	"22010-22060"	2860	2874554	86.667
	"Arkansas"	"05"	"2008"	"2008"	"Lung and Bronchus"	"22030"	2687	2874554	81.354
	"Arkansas"	"05"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	207	2874554	6.773
	"Arkansas"	"05"	"2008"	"2008"	"Brain"	"31010"	195	2874554	6.377
	"Arkansas"	"05"	"2009"	"2009"	"Respiratory System"	"22010-22060"	2761	2896843	82.286
	"Arkansas"	"05"	"2009"	"2009"	"Lung and Bronchus"	"22030"	2576	2896843	76.829
	"Arkansas"	"05"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	207	2896843	6.737
	"Arkansas"	"05"	"2009"	"2009"	"Brain"	"31010"	195	2896843	6.300
	"Arkansas"	"05"	"2010"	"2010"	"Respiratory System"	"22010-22060"	2810	2921964	81.948
	"Arkansas"	"05"	"2010"	"2010"	"Lung and Bronchus"	"22030"	2631	2921964	76.710
	"Arkansas"	"05"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	213	2921964	6.694
	"Arkansas"	"05"	"2010"	"2010"	"Brain"	"31010"	199	2921964	6.204
	"Arkansas"	"05"	"2011"	"2011"	"Respiratory System"	"22010-22060"	2849	2940667	82.001
	"Arkansas"	"05"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2695	2940667	77.585
	"Arkansas"	"05"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	206	2940667	6.375
	"Arkansas"	"05"	"2011"	"2011"	"Brain"	"31010"	187	2940667	5.732
	"Arkansas"	"05"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	19	2940667	0.643
	"Arkansas"	"05"	"2012"	"2012"	"Respiratory System"	"22010-22060"	2915	2952164	82.091
	"Arkansas"	"05"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2728	2952164	76.857
	"Arkansas"	"05"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	223	2952164	6.800
	"Arkansas"	"05"	"2012"	"2012"	"Brain"	"31010"	207	2952164	6.322
	"Arkansas"	"05"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	16	2952164	0.478
	"Arkansas"	"05"	"2013"	"2013"	"Respiratory System"	"22010-22060"	3094	2959400	85.706
	"Arkansas"	"05"	"2013"	"2013"	"Lung and Bronchus"	"22030"	2894	2959400	80.230
	"Arkansas"	"05"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	235	2959400	7.099
	"Arkansas"	"05"	"2013"	"2013"	"Brain"	"31010"	218	2959400	6.548
	"Arkansas"	"05"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	17	2959400	0.551
	"Arkansas"	"05"	"2014"	"2014"	"Respiratory System"	"22010-22060"	3099	2967392	84.428
	"Arkansas"	"05"	"2014"	"2014"	"Lung and Bronchus"	"22030"	2908	2967392	79.110
	"Arkansas"	"05"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	256	2967392	7.985
	"Arkansas"	"05"	"2014"	"2014"	"Brain"	"31010"	240	2967392	7.398
	"Arkansas"	"05"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	16	2967392	0.587
	"Arkansas"	"05"	"2015"	"2015"	"Respiratory System"	"22010-22060"	3103	2978048	82.982
	"Arkansas"	"05"	"2015"	"2015"	"Lung and Bronchus"	"22030"	2944	2978048	78.622
	"Arkansas"	"05"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	216	2978048	6.447
	"Arkansas"	"05"	"2015"	"2015"	"Brain"	"31010"	198	2978048	5.854
	"Arkansas"	"05"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	18	2978048	0.594
	"Arkansas"	"05"	"2016"	"2016"	"Respiratory System"	"22010-22060"	3107	2989918	82.266
	"Arkansas"	"05"	"2016"	"2016"	"Lung and Bronchus"	"22030"	2928	2989918	77.615
	"Arkansas"	"05"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	222	2989918	6.502
	"Arkansas"	"05"	"2016"	"2016"	"Brain"	"31010"	212	2989918	6.150
	"Arkansas"	"05"	"2017"	"2017"	"Respiratory System"	"22010-22060"	2983	3001345	76.900
	"Arkansas"	"05"	"2017"	"2017"	"Lung and Bronchus"	"22030"	2802	3001345	72.102
	"Arkansas"	"05"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	215	3001345	6.256
	"Arkansas"	"05"	"2017"	"2017"	"Brain"	"31010"	196	3001345	5.681
	"Arkansas"	"05"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	19	3001345	0.575
	"Arkansas"	"05"	"2018"	"2018"	"Respiratory System"	"22010-22060"	3177	3009733	79.847
	"Arkansas"	"05"	"2018"	"2018"	"Lung and Bronchus"	"22030"	2999	3009733	75.298
	"Arkansas"	"05"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	235	3009733	6.870
	"Arkansas"	"05"	"2018"	"2018"	"Brain"	"31010"	231	3009733	6.751
	"California"	"06"	"1999"	"1999"	"Respiratory System"	"22010-22060"	18724	33499204	65.262
	"California"	"06"	"1999"	"1999"	"Lung and Bronchus"	"22030"	17482	33499204	61.012
	"California"	"06"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	2049	33499204	6.602
	"California"	"06"	"1999"	"1999"	"Brain"	"31010"	1905	33499204	6.154
	"California"	"06"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	144	33499204	0.448
	"California"	"06"	"2000"	"2000"	"Respiratory System"	"22010-22060"	18744	33987977	64.061
	"California"	"06"	"2000"	"2000"	"Lung and Bronchus"	"22030"	17523	33987977	59.971
	"California"	"06"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	1962	33987977	6.198
	"California"	"06"	"2000"	"2000"	"Brain"	"31010"	1844	33987977	5.839
	"California"	"06"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	118	33987977	0.359
	"California"	"06"	"2001"	"2001"	"Respiratory System"	"22010-22060"	18825	34479458	63.129
	"California"	"06"	"2001"	"2001"	"Lung and Bronchus"	"22030"	17588	34479458	59.067
	"California"	"06"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	2001	34479458	6.212
	"California"	"06"	"2001"	"2001"	"Brain"	"31010"	1853	34479458	5.760
	"California"	"06"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	148	34479458	0.452
	"California"	"06"	"2002"	"2002"	"Respiratory System"	"22010-22060"	18681	34871843	61.463
	"California"	"06"	"2002"	"2002"	"Lung and Bronchus"	"22030"	17473	34871843	57.578
	"California"	"06"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	2106	34871843	6.430
	"California"	"06"	"2002"	"2002"	"Brain"	"31010"	1979	34871843	6.055
	"California"	"06"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	127	34871843	0.376
	"California"	"06"	"2003"	"2003"	"Respiratory System"	"22010-22060"	18595	35253159	59.926
	"California"	"06"	"2003"	"2003"	"Lung and Bronchus"	"22030"	17399	35253159	56.174
	"California"	"06"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	2166	35253159	6.513
	"California"	"06"	"2003"	"2003"	"Brain"	"31010"	2033	35253159	6.127
	"California"	"06"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	133	35253159	0.386
	"California"	"06"	"2004"	"2004"	"Respiratory System"	"22010-22060"	18636	35574576	59.168
	"California"	"06"	"2004"	"2004"	"Lung and Bronchus"	"22030"	17439	35574576	55.483
	"California"	"06"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	2150	35574576	6.351
	"California"	"06"	"2004"	"2004"	"Brain"	"31010"	2011	35574576	5.951
	"California"	"06"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	139	35574576	0.400
	"California"	"06"	"2005"	"2005"	"Respiratory System"	"22010-22060"	18797	35827943	58.577
	"California"	"06"	"2005"	"2005"	"Lung and Bronchus"	"22030"	17562	35827943	54.857
	"California"	"06"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	2152	35827943	6.306
	"California"	"06"	"2005"	"2005"	"Brain"	"31010"	2010	35827943	5.900
	"California"	"06"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	142	35827943	0.406
	"California"	"06"	"2006"	"2006"	"Respiratory System"	"22010-22060"	18783	36021202	57.684
	"California"	"06"	"2006"	"2006"	"Lung and Bronchus"	"22030"	17605	36021202	54.189
	"California"	"06"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	2096	36021202	6.042
	"California"	"06"	"2006"	"2006"	"Brain"	"31010"	1962	36021202	5.665
	"California"	"06"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	134	36021202	0.377
	"California"	"06"	"2007"	"2007"	"Respiratory System"	"22010-22060"	18703	36250311	56.424
	"California"	"06"	"2007"	"2007"	"Lung and Bronchus"	"22030"	17461	36250311	52.813
	"California"	"06"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	2244	36250311	6.387
	"California"	"06"	"2007"	"2007"	"Brain"	"31010"	2119	36250311	6.030
	"California"	"06"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	125	36250311	0.357
	"California"	"06"	"2008"	"2008"	"Respiratory System"	"22010-22060"	18532	36604337	54.387
	"California"	"06"	"2008"	"2008"	"Lung and Bronchus"	"22030"	17333	36604337	50.991
	"California"	"06"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	2228	36604337	6.229
	"California"	"06"	"2008"	"2008"	"Brain"	"31010"	2106	36604337	5.896
	"California"	"06"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	122	36604337	0.333
	"California"	"06"	"2009"	"2009"	"Respiratory System"	"22010-22060"	19197	36961229	55.159
	"California"	"06"	"2009"	"2009"	"Lung and Bronchus"	"22030"	18057	36961229	51.995
	"California"	"06"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	2312	36961229	6.373
	"California"	"06"	"2009"	"2009"	"Brain"	"31010"	2172	36961229	5.996
	"California"	"06"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	140	36961229	0.377
	"California"	"06"	"2010"	"2010"	"Respiratory System"	"22010-22060"	18552	37319502	51.924
	"California"	"06"	"2010"	"2010"	"Lung and Bronchus"	"22030"	17331	37319502	48.633
	"California"	"06"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	2317	37319502	6.209
	"California"	"06"	"2010"	"2010"	"Brain"	"31010"	2158	37319502	5.781
	"California"	"06"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	159	37319502	0.428
	"California"	"06"	"2011"	"2011"	"Respiratory System"	"22010-22060"	17918	37638369	48.874
	"California"	"06"	"2011"	"2011"	"Lung and Bronchus"	"22030"	16737	37638369	45.722
	"California"	"06"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	2271	37638369	5.988
	"California"	"06"	"2011"	"2011"	"Brain"	"31010"	2121	37638369	5.587
	"California"	"06"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	150	37638369	0.402
	"California"	"06"	"2012"	"2012"	"Respiratory System"	"22010-22060"	18174	37948800	48.361
	"California"	"06"	"2012"	"2012"	"Lung and Bronchus"	"22030"	16949	37948800	45.217
	"California"	"06"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	2327	37948800	6.020
	"California"	"06"	"2012"	"2012"	"Brain"	"31010"	2180	37948800	5.630
	"California"	"06"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	147	37948800	0.390
	"California"	"06"	"2013"	"2013"	"Respiratory System"	"22010-22060"	18109	38260787	46.691
	"California"	"06"	"2013"	"2013"	"Lung and Bronchus"	"22030"	16888	38260787	43.611
	"California"	"06"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	2443	38260787	6.237
	"California"	"06"	"2013"	"2013"	"Brain"	"31010"	2271	38260787	5.792
	"California"	"06"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	172	38260787	0.445
	"California"	"06"	"2014"	"2014"	"Respiratory System"	"22010-22060"	18264	38596972	45.683
	"California"	"06"	"2014"	"2014"	"Lung and Bronchus"	"22030"	17155	38596972	43.001
	"California"	"06"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	2433	38596972	6.081
	"California"	"06"	"2014"	"2014"	"Brain"	"31010"	2279	38596972	5.692
	"California"	"06"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	154	38596972	0.389
	"California"	"06"	"2015"	"2015"	"Respiratory System"	"22010-22060"	18503	38918045	45.005
	"California"	"06"	"2015"	"2015"	"Lung and Bronchus"	"22030"	17332	38918045	42.203
	"California"	"06"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	2449	38918045	6.072
	"California"	"06"	"2015"	"2015"	"Brain"	"31010"	2304	38918045	5.698
	"California"	"06"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	145	38918045	0.373
	"California"	"06"	"2016"	"2016"	"Respiratory System"	"22010-22060"	18293	39167117	43.302
	"California"	"06"	"2016"	"2016"	"Lung and Bronchus"	"22030"	17120	39167117	40.571
	"California"	"06"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	2397	39167117	5.799
	"California"	"06"	"2016"	"2016"	"Brain"	"31010"	2249	39167117	5.425
	"California"	"06"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	148	39167117	0.373
	"California"	"06"	"2017"	"2017"	"Respiratory System"	"22010-22060"	18148	39358497	41.877
	"California"	"06"	"2017"	"2017"	"Lung and Bronchus"	"22030"	17034	39358497	39.348
	"California"	"06"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	2473	39358497	5.904
	"California"	"06"	"2017"	"2017"	"Brain"	"31010"	2303	39358497	5.484
	"California"	"06"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	170	39358497	0.420
	"California"	"06"	"2018"	"2018"	"Respiratory System"	"22010-22060"	17549	39461588	39.484
	"California"	"06"	"2018"	"2018"	"Lung and Bronchus"	"22030"	16409	39461588	36.932
	"California"	"06"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	2418	39461588	5.674
	"California"	"06"	"2018"	"2018"	"Brain"	"31010"	2286	39461588	5.353
	"California"	"06"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	132	39461588	0.320
	"Colorado"	"08"	"1999"	"1999"	"Respiratory System"	"22010-22060"	1903	4226018	55.519
	"Colorado"	"08"	"1999"	"1999"	"Lung and Bronchus"	"22030"	1765	4226018	51.646
	"Colorado"	"08"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	265	4226018	6.742
	"Colorado"	"08"	"1999"	"1999"	"Brain"	"31010"	244	4226018	6.224
	"Colorado"	"08"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	21	4226018	0.517
	"Colorado"	"08"	"2000"	"2000"	"Respiratory System"	"22010-22060"	2040	4326921	57.765
	"Colorado"	"08"	"2000"	"2000"	"Lung and Bronchus"	"22030"	1886	4326921	53.639
	"Colorado"	"08"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	275	4326921	6.924
	"Colorado"	"08"	"2000"	"2000"	"Brain"	"31010"	259	4326921	6.538
	"Colorado"	"08"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	16	4326921	0.385
	"Colorado"	"08"	"2001"	"2001"	"Respiratory System"	"22010-22060"	2171	4425687	60.329
	"Colorado"	"08"	"2001"	"2001"	"Lung and Bronchus"	"22030"	2020	4425687	56.366
	"Colorado"	"08"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	307	4425687	7.501
	"Colorado"	"08"	"2001"	"2001"	"Brain"	"31010"	294	4425687	7.213
	"Colorado"	"08"	"2002"	"2002"	"Respiratory System"	"22010-22060"	2232	4490406	60.692
	"Colorado"	"08"	"2002"	"2002"	"Lung and Bronchus"	"22030"	2064	4490406	56.434
	"Colorado"	"08"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	278	4490406	6.680
	"Colorado"	"08"	"2002"	"2002"	"Brain"	"31010"	261	4490406	6.296
	"Colorado"	"08"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	17	4490406	0.384
	"Colorado"	"08"	"2003"	"2003"	"Respiratory System"	"22010-22060"	2176	4528732	57.465
	"Colorado"	"08"	"2003"	"2003"	"Lung and Bronchus"	"22030"	2041	4528732	54.215
	"Colorado"	"08"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	276	4528732	6.472
	"Colorado"	"08"	"2003"	"2003"	"Brain"	"31010"	255	4528732	6.006
	"Colorado"	"08"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	21	4528732	0.466
	"Colorado"	"08"	"2004"	"2004"	"Respiratory System"	"22010-22060"	2142	4575013	55.093
	"Colorado"	"08"	"2004"	"2004"	"Lung and Bronchus"	"22030"	2001	4575013	51.697
	"Colorado"	"08"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	298	4575013	6.873
	"Colorado"	"08"	"2004"	"2004"	"Brain"	"31010"	280	4575013	6.487
	"Colorado"	"08"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	18	4575013	0.386
	"Colorado"	"08"	"2005"	"2005"	"Respiratory System"	"22010-22060"	2142	4631888	53.580
	"Colorado"	"08"	"2005"	"2005"	"Lung and Bronchus"	"22030"	1994	4631888	50.085
	"Colorado"	"08"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	321	4631888	7.236
	"Colorado"	"08"	"2005"	"2005"	"Brain"	"31010"	290	4631888	6.525
	"Colorado"	"08"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	31	4631888	0.711
	"Colorado"	"08"	"2006"	"2006"	"Respiratory System"	"22010-22060"	2187	4720423	52.676
	"Colorado"	"08"	"2006"	"2006"	"Lung and Bronchus"	"22030"	2032	4720423	49.167
	"Colorado"	"08"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	312	4720423	6.868
	"Colorado"	"08"	"2006"	"2006"	"Brain"	"31010"	291	4720423	6.443
	"Colorado"	"08"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	21	4720423	0.426
	"Colorado"	"08"	"2007"	"2007"	"Respiratory System"	"22010-22060"	2363	4803868	54.707
	"Colorado"	"08"	"2007"	"2007"	"Lung and Bronchus"	"22030"	2203	4803868	51.310
	"Colorado"	"08"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	312	4803868	6.701
	"Colorado"	"08"	"2007"	"2007"	"Brain"	"31010"	292	4803868	6.299
	"Colorado"	"08"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	20	4803868	0.403
	"Colorado"	"08"	"2008"	"2008"	"Respiratory System"	"22010-22060"	2437	4889730	54.717
	"Colorado"	"08"	"2008"	"2008"	"Lung and Bronchus"	"22030"	2284	4889730	51.448
	"Colorado"	"08"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	340	4889730	6.982
	"Colorado"	"08"	"2008"	"2008"	"Brain"	"31010"	316	4889730	6.472
	"Colorado"	"08"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	24	4889730	0.510
	"Colorado"	"08"	"2009"	"2009"	"Respiratory System"	"22010-22060"	2402	4972195	52.246
	"Colorado"	"08"	"2009"	"2009"	"Lung and Bronchus"	"22030"	2250	4972195	49.129
	"Colorado"	"08"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	365	4972195	7.476
	"Colorado"	"08"	"2009"	"2009"	"Brain"	"31010"	341	4972195	6.963
	"Colorado"	"08"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	24	4972195	0.513
	"Colorado"	"08"	"2010"	"2010"	"Respiratory System"	"22010-22060"	2360	5047349	49.827
	"Colorado"	"08"	"2010"	"2010"	"Lung and Bronchus"	"22030"	2201	5047349	46.729
	"Colorado"	"08"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	336	5047349	6.626
	"Colorado"	"08"	"2010"	"2010"	"Brain"	"31010"	315	5047349	6.200
	"Colorado"	"08"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	21	5047349	0.426
	"Colorado"	"08"	"2011"	"2011"	"Respiratory System"	"22010-22060"	2405	5121108	49.072
	"Colorado"	"08"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2220	5121108	45.486
	"Colorado"	"08"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	351	5121108	6.861
	"Colorado"	"08"	"2011"	"2011"	"Brain"	"31010"	333	5121108	6.509
	"Colorado"	"08"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	18	5121108	0.351
	"Colorado"	"08"	"2012"	"2012"	"Respiratory System"	"22010-22060"	2485	5192647	48.609
	"Colorado"	"08"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2334	5192647	45.778
	"Colorado"	"08"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	343	5192647	6.486
	"Colorado"	"08"	"2012"	"2012"	"Brain"	"31010"	318	5192647	5.996
	"Colorado"	"08"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	25	5192647	0.490
