"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Alabama"	"01"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	394	4815588	7.449
	"Alabama"	"01"	"2012"	"2012"	"Breast"	"26000"	3609	4815588	65.610
	"Alabama"	"01"	"2012"	"2012"	"Cervix Uteri"	"27010"	236	2479878	9.477
	"Alabama"	"01"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	2440	4815588	44.182
	"Alabama"	"01"	"2012"	"2012"	"Corpus Uteri"	"27020"	549	2479878	17.512
	"Alabama"	"01"	"2012"	"2012"	"Esophagus"	"21010"	259	4815588	4.508
	"Alabama"	"01"	"2012"	"2012"	"Gallbladder"	"21080"	54	4815588	0.963
	"Alabama"	"01"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	1001	4815588	17.992
	"Alabama"	"01"	"2012"	"2012"	"Larynx"	"22020"	255	4815588	4.347
	"Alabama"	"01"	"2012"	"2012"	"Leukemias"	"35011-35043"	666	4815588	12.531
	"Alabama"	"01"	"2012"	"2012"	"Liver"	"21071"	360	4815588	6.143
	"Alabama"	"01"	"2012"	"2012"	"Lung and Bronchus"	"22030"	4031	4815588	70.337
	"Alabama"	"01"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	1204	4815588	22.220
	"Alabama"	"01"	"2012"	"2012"	"Myeloma"	"34000"	373	4815588	6.670
	"Alabama"	"01"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	901	4815588	16.388
	"Alabama"	"01"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	754	4815588	13.240
	"Alabama"	"01"	"2012"	"2012"	"Ovary"	"27040"	355	2479878	11.738
	"Alabama"	"01"	"2012"	"2012"	"Pancreas"	"21100"	704	4815588	12.545
	"Alabama"	"01"	"2012"	"2012"	"Prostate"	"28010"	3410	2335710	127.522
	"Alabama"	"01"	"2012"	"2012"	"Stomach"	"21020"	365	4815588	6.567
	"Alabama"	"01"	"2012"	"2012"	"Thyroid"	"32010"	445	4815588	8.704
	"Alabama"	"01"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	988	4815588	17.753
	"Alabama"	"01"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	355	4830081	6.701
	"Alabama"	"01"	"2013"	"2013"	"Breast"	"26000"	3732	4830081	66.612
	"Alabama"	"01"	"2013"	"2013"	"Cervix Uteri"	"27010"	225	2487659	8.588
	"Alabama"	"01"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	2517	4830081	44.440
	"Alabama"	"01"	"2013"	"2013"	"Corpus Uteri"	"27020"	567	2487659	17.768
	"Alabama"	"01"	"2013"	"2013"	"Esophagus"	"21010"	276	4830081	4.673
	"Alabama"	"01"	"2013"	"2013"	"Gallbladder"	"21080"	32	4830081	0.545
	"Alabama"	"01"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	983	4830081	17.274
	"Alabama"	"01"	"2013"	"2013"	"Larynx"	"22020"	250	4830081	4.197
	"Alabama"	"01"	"2013"	"2013"	"Leukemias"	"35011-35043"	659	4830081	12.243
	"Alabama"	"01"	"2013"	"2013"	"Liver"	"21071"	417	4830081	6.889
	"Alabama"	"01"	"2013"	"2013"	"Lung and Bronchus"	"22030"	3941	4830081	67.892
	"Alabama"	"01"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	1035	4830081	18.827
	"Alabama"	"01"	"2013"	"2013"	"Myeloma"	"34000"	399	4830081	6.964
	"Alabama"	"01"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	923	4830081	16.505
	"Alabama"	"01"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	760	4830081	12.975
	"Alabama"	"01"	"2013"	"2013"	"Ovary"	"27040"	372	2487659	12.315
	"Alabama"	"01"	"2013"	"2013"	"Pancreas"	"21100"	725	4830081	12.464
	"Alabama"	"01"	"2013"	"2013"	"Prostate"	"28010"	3310	2342422	120.711
	"Alabama"	"01"	"2013"	"2013"	"Stomach"	"21020"	366	4830081	6.566
	"Alabama"	"01"	"2013"	"2013"	"Thyroid"	"32010"	436	4830081	8.451
	"Alabama"	"01"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	1120	4830081	19.704
	"Alabama"	"01"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	319	4841799	5.920
	"Alabama"	"01"	"2014"	"2014"	"Breast"	"26000"	3770	4841799	66.376
	"Alabama"	"01"	"2014"	"2014"	"Cervix Uteri"	"27010"	246	2494707	9.370
	"Alabama"	"01"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	2544	4841799	44.600
	"Alabama"	"01"	"2014"	"2014"	"Corpus Uteri"	"27020"	617	2494707	19.300
	"Alabama"	"01"	"2014"	"2014"	"Esophagus"	"21010"	255	4841799	4.331
	"Alabama"	"01"	"2014"	"2014"	"Gallbladder"	"21080"	58	4841799	1.018
	"Alabama"	"01"	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	985	4841799	17.111
	"Alabama"	"01"	"2014"	"2014"	"Larynx"	"22020"	260	4841799	4.206
	"Alabama"	"01"	"2014"	"2014"	"Leukemias"	"35011-35043"	701	4841799	12.658
	"Alabama"	"01"	"2014"	"2014"	"Liver"	"21071"	399	4841799	6.405
	"Alabama"	"01"	"2014"	"2014"	"Lung and Bronchus"	"22030"	3961	4841799	65.986
	"Alabama"	"01"	"2014"	"2014"	"Melanoma of the Skin"	"25010"	1060	4841799	19.351
	"Alabama"	"01"	"2014"	"2014"	"Myeloma"	"34000"	419	4841799	7.226
	"Alabama"	"01"	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	910	4841799	16.026
	"Alabama"	"01"	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	756	4841799	13.003
	"Alabama"	"01"	"2014"	"2014"	"Ovary"	"27040"	357	2494707	11.779
	"Alabama"	"01"	"2014"	"2014"	"Pancreas"	"21100"	749	4841799	12.660
	"Alabama"	"01"	"2014"	"2014"	"Prostate"	"28010"	3099	2347092	109.036
	"Alabama"	"01"	"2014"	"2014"	"Stomach"	"21020"	408	4841799	7.038
	"Alabama"	"01"	"2014"	"2014"	"Thyroid"	"32010"	520	4841799	10.094
	"Alabama"	"01"	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	1053	4841799	18.117
	"Alabama"	"01"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	344	4852347	6.375
	"Alabama"	"01"	"2015"	"2015"	"Breast"	"26000"	3892	4852347	67.819
	"Alabama"	"01"	"2015"	"2015"	"Cervix Uteri"	"27010"	238	2500713	9.417
	"Alabama"	"01"	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	2509	4852347	43.113
	"Alabama"	"01"	"2015"	"2015"	"Corpus Uteri"	"27020"	617	2500713	19.436
	"Alabama"	"01"	"2015"	"2015"	"Esophagus"	"21010"	296	4852347	4.804
	"Alabama"	"01"	"2015"	"2015"	"Gallbladder"	"21080"	53	4852347	0.902
	"Alabama"	"01"	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	1072	4852347	18.326
	"Alabama"	"01"	"2015"	"2015"	"Larynx"	"22020"	269	4852347	4.295
	"Alabama"	"01"	"2015"	"2015"	"Leukemias"	"35011-35043"	707	4852347	12.529
	"Alabama"	"01"	"2015"	"2015"	"Liver"	"21071"	433	4852347	6.947
	"Alabama"	"01"	"2015"	"2015"	"Lung and Bronchus"	"22030"	3944	4852347	64.428
	"Alabama"	"01"	"2015"	"2015"	"Melanoma of the Skin"	"25010"	1272	4852347	22.623
	"Alabama"	"01"	"2015"	"2015"	"Myeloma"	"34000"	415	4852347	6.948
	"Alabama"	"01"	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	945	4852347	16.383
	"Alabama"	"01"	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	795	4852347	13.356
	"Alabama"	"01"	"2015"	"2015"	"Ovary"	"27040"	347	2500713	11.351
	"Alabama"	"01"	"2015"	"2015"	"Pancreas"	"21100"	775	4852347	13.121
	"Alabama"	"01"	"2015"	"2015"	"Prostate"	"28010"	3494	2351634	121.619
	"Alabama"	"01"	"2015"	"2015"	"Stomach"	"21020"	382	4852347	6.542
	"Alabama"	"01"	"2015"	"2015"	"Thyroid"	"32010"	526	4852347	9.993
	"Alabama"	"01"	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	1083	4852347	18.212
	"Alabama"	"01"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	351	4863525	6.346
	"Alabama"	"01"	"2016"	"2016"	"Breast"	"26000"	3884	4863525	67.090
	"Alabama"	"01"	"2016"	"2016"	"Cervix Uteri"	"27010"	252	2507926	10.025
	"Alabama"	"01"	"2016"	"2016"	"Colon and Rectum"	"21041-21052"	2577	4863525	43.990
	"Alabama"	"01"	"2016"	"2016"	"Corpus Uteri"	"27020"	617	2507926	18.846
	"Alabama"	"01"	"2016"	"2016"	"Esophagus"	"21010"	274	4863525	4.407
	"Alabama"	"01"	"2016"	"2016"	"Gallbladder"	"21080"	60	4863525	1.009
	"Alabama"	"01"	"2016"	"2016"	"Kidney and Renal Pelvis"	"29020"	1085	4863525	18.588
	"Alabama"	"01"	"2016"	"2016"	"Larynx"	"22020"	250	4863525	3.927
	"Alabama"	"01"	"2016"	"2016"	"Leukemias"	"35011-35043"	707	4863525	12.552
	"Alabama"	"01"	"2016"	"2016"	"Liver"	"21071"	459	4863525	7.248
	"Alabama"	"01"	"2016"	"2016"	"Lung and Bronchus"	"22030"	4027	4863525	64.732
	"Alabama"	"01"	"2016"	"2016"	"Melanoma of the Skin"	"25010"	1392	4863525	24.567
	"Alabama"	"01"	"2016"	"2016"	"Myeloma"	"34000"	462	4863525	7.623
	"Alabama"	"01"	"2016"	"2016"	"Non-Hodgkin Lymphoma"	"33041-33042"	951	4863525	16.300
	"Alabama"	"01"	"2016"	"2016"	"Oral Cavity and Pharynx"	"20010-20100"	826	4863525	13.786
	"Alabama"	"01"	"2016"	"2016"	"Ovary"	"27040"	351	2507926	11.489
	"Alabama"	"01"	"2016"	"2016"	"Pancreas"	"21100"	823	4863525	13.703
	"Alabama"	"01"	"2016"	"2016"	"Prostate"	"28010"	3670	2355599	124.637
	"Alabama"	"01"	"2016"	"2016"	"Stomach"	"21020"	392	4863525	6.552
	"Alabama"	"01"	"2016"	"2016"	"Thyroid"	"32010"	532	4863525	10.178
	"Alabama"	"01"	"2016"	"2016"	"Urinary Bladder, invasive and in situ"	"29010"	1058	4863525	17.607
	"Alabama"	"01"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	335	4874486	5.896
	"Alabama"	"01"	"2017"	"2017"	"Breast"	"26000"	3748	4874486	63.995
	"Alabama"	"01"	"2017"	"2017"	"Cervix Uteri"	"27010"	242	2515803	9.740
	"Alabama"	"01"	"2017"	"2017"	"Colon and Rectum"	"21041-21052"	2537	4874486	42.296
	"Alabama"	"01"	"2017"	"2017"	"Corpus Uteri"	"27020"	626	2515803	19.259
	"Alabama"	"01"	"2017"	"2017"	"Esophagus"	"21010"	285	4874486	4.504
	"Alabama"	"01"	"2017"	"2017"	"Gallbladder"	"21080"	54	4874486	0.899
	"Alabama"	"01"	"2017"	"2017"	"Kidney and Renal Pelvis"	"29020"	1099	4874486	18.500
	"Alabama"	"01"	"2017"	"2017"	"Larynx"	"22020"	257	4874486	4.047
	"Alabama"	"01"	"2017"	"2017"	"Leukemias"	"35011-35043"	712	4874486	12.397
	"Alabama"	"01"	"2017"	"2017"	"Liver"	"21071"	453	4874486	6.996
	"Alabama"	"01"	"2017"	"2017"	"Lung and Bronchus"	"22030"	3963	4874486	62.340
	"Alabama"	"01"	"2017"	"2017"	"Melanoma of the Skin"	"25010"	1341	4874486	23.011
	"Alabama"	"01"	"2017"	"2017"	"Myeloma"	"34000"	447	4874486	7.157
	"Alabama"	"01"	"2017"	"2017"	"Non-Hodgkin Lymphoma"	"33041-33042"	966	4874486	16.210
	"Alabama"	"01"	"2017"	"2017"	"Oral Cavity and Pharynx"	"20010-20100"	806	4874486	12.970
	"Alabama"	"01"	"2017"	"2017"	"Ovary"	"27040"	345	2515803	11.073
	"Alabama"	"01"	"2017"	"2017"	"Pancreas"	"21100"	741	4874486	12.008
	"Alabama"	"01"	"2017"	"2017"	"Prostate"	"28010"	3944	2358683	131.040
	"Alabama"	"01"	"2017"	"2017"	"Stomach"	"21020"	432	4874486	7.187
	"Alabama"	"01"	"2017"	"2017"	"Thyroid"	"32010"	523	4874486	9.951
	"Alabama"	"01"	"2017"	"2017"	"Urinary Bladder, invasive and in situ"	"29010"	1102	4874486	17.898
	"Alabama"	"01"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	398	4887681	7.062
	"Alabama"	"01"	"2018"	"2018"	"Breast"	"26000"	3854	4887681	65.114
	"Alabama"	"01"	"2018"	"2018"	"Cervix Uteri"	"27010"	220	2524361	8.347
	"Alabama"	"01"	"2018"	"2018"	"Colon and Rectum"	"21041-21052"	2445	4887681	40.409
	"Alabama"	"01"	"2018"	"2018"	"Corpus Uteri"	"27020"	660	2524361	19.751
	"Alabama"	"01"	"2018"	"2018"	"Esophagus"	"21010"	283	4887681	4.450
	"Alabama"	"01"	"2018"	"2018"	"Gallbladder"	"21080"	54	4887681	0.861
	"Alabama"	"01"	"2018"	"2018"	"Kidney and Renal Pelvis"	"29020"	1119	4887681	18.261
	"Alabama"	"01"	"2018"	"2018"	"Larynx"	"22020"	246	4887681	3.704
	"Alabama"	"01"	"2018"	"2018"	"Leukemias"	"35011-35043"	803	4887681	13.682
	"Alabama"	"01"	"2018"	"2018"	"Liver"	"21071"	477	4887681	7.108
	"Alabama"	"01"	"2018"	"2018"	"Lung and Bronchus"	"22030"	3959	4887681	61.094
	"Alabama"	"01"	"2018"	"2018"	"Melanoma of the Skin"	"25010"	1346	4887681	23.363
	"Alabama"	"01"	"2018"	"2018"	"Myeloma"	"34000"	469	4887681	7.422
	"Alabama"	"01"	"2018"	"2018"	"Non-Hodgkin Lymphoma"	"33041-33042"	861	4887681	14.158
	"Alabama"	"01"	"2018"	"2018"	"Oral Cavity and Pharynx"	"20010-20100"	718	4887681	11.548
	"Alabama"	"01"	"2018"	"2018"	"Ovary"	"27040"	291	2524361	8.846
	"Alabama"	"01"	"2018"	"2018"	"Pancreas"	"21100"	883	4887681	13.897
	"Alabama"	"01"	"2018"	"2018"	"Prostate"	"28010"	3733	2363320	122.083
	"Alabama"	"01"	"2018"	"2018"	"Stomach"	"21020"	420	4887681	6.807
	"Alabama"	"01"	"2018"	"2018"	"Thyroid"	"32010"	500	4887681	9.550
	"Alabama"	"01"	"2018"	"2018"	"Urinary Bladder, invasive and in situ"	"29010"	1080	4887681	17.183
	"Alaska"	"02"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	35	624779	7.538
	"Alaska"	"02"	"1999"	"1999"	"Breast"	"26000"	307	624779	67.060
	"Alaska"	"02"	"1999"	"1999"	"Cervix Uteri"	"27010"	21	301266	8.223
	"Alaska"	"02"	"1999"	"1999"	"Colon and Rectum"	"21041-21052"	209	624779	61.995
	"Alaska"	"02"	"1999"	"1999"	"Corpus Uteri"	"27020"	45	301266	18.812
	"Alaska"	"02"	"1999"	"1999"	"Esophagus"	"21010"	20	624779	4.916
	"Alaska"	"02"	"1999"	"1999"	"Kidney and Renal Pelvis"	"29020"	65	624779	15.410
	"Alaska"	"02"	"1999"	"1999"	"Larynx"	"22020"	17	624779	4.321
	"Alaska"	"02"	"1999"	"1999"	"Leukemias"	"35011-35043"	59	624779	15.439
	"Alaska"	"02"	"1999"	"1999"	"Liver"	"21071"	26	624779	6.325
	"Alaska"	"02"	"1999"	"1999"	"Lung and Bronchus"	"22030"	275	624779	79.208
	"Alaska"	"02"	"1999"	"1999"	"Melanoma of the Skin"	"25010"	51	624779	11.154
	"Alaska"	"02"	"1999"	"1999"	"Myeloma"	"34000"	21	624779	6.119
	"Alaska"	"02"	"1999"	"1999"	"Non-Hodgkin Lymphoma"	"33041-33042"	90	624779	19.560
	"Alaska"	"02"	"1999"	"1999"	"Oral Cavity and Pharynx"	"20010-20100"	55	624779	13.331
	"Alaska"	"02"	"1999"	"1999"	"Ovary"	"27040"	29	301266	14.610
	"Alaska"	"02"	"1999"	"1999"	"Pancreas"	"21100"	44	624779	13.562
	"Alaska"	"02"	"1999"	"1999"	"Prostate"	"28010"	287	323513	170.824
	"Alaska"	"02"	"1999"	"1999"	"Stomach"	"21020"	36	624779	9.699
	"Alaska"	"02"	"1999"	"1999"	"Thyroid"	"32010"	52	624779	8.739
	"Alaska"	"02"	"1999"	"1999"	"Urinary Bladder, invasive and in situ"	"29010"	71	624779	22.375
	"Alaska"	"02"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	31	627963	5.893
	"Alaska"	"02"	"2000"	"2000"	"Breast"	"26000"	363	627963	76.705
	"Alaska"	"02"	"2000"	"2000"	"Cervix Uteri"	"27010"	23	303213	7.442
	"Alaska"	"02"	"2000"	"2000"	"Colon and Rectum"	"21041-21052"	232	627963	66.602
	"Alaska"	"02"	"2000"	"2000"	"Corpus Uteri"	"27020"	49	303213	21.020
	"Alaska"	"02"	"2000"	"2000"	"Esophagus"	"21010"	29	627963	7.308
	"Alaska"	"02"	"2000"	"2000"	"Kidney and Renal Pelvis"	"29020"	49	627963	12.275
	"Alaska"	"02"	"2000"	"2000"	"Leukemias"	"35011-35043"	68	627963	16.548
	"Alaska"	"02"	"2000"	"2000"	"Liver"	"21071"	27	627963	6.437
	"Alaska"	"02"	"2000"	"2000"	"Lung and Bronchus"	"22030"	260	627963	72.050
	"Alaska"	"02"	"2000"	"2000"	"Melanoma of the Skin"	"25010"	57	627963	11.130
	"Alaska"	"02"	"2000"	"2000"	"Myeloma"	"34000"	23	627963	6.143
	"Alaska"	"02"	"2000"	"2000"	"Non-Hodgkin Lymphoma"	"33041-33042"	89	627963	21.014
	"Alaska"	"02"	"2000"	"2000"	"Oral Cavity and Pharynx"	"20010-20100"	48	627963	12.269
	"Alaska"	"02"	"2000"	"2000"	"Ovary"	"27040"	35	303213	15.803
	"Alaska"	"02"	"2000"	"2000"	"Pancreas"	"21100"	41	627963	10.478
	"Alaska"	"02"	"2000"	"2000"	"Prostate"	"28010"	306	324750	179.201
	"Alaska"	"02"	"2000"	"2000"	"Stomach"	"21020"	38	627963	10.747
	"Alaska"	"02"	"2000"	"2000"	"Thyroid"	"32010"	44	627963	7.249
	"Alaska"	"02"	"2000"	"2000"	"Urinary Bladder, invasive and in situ"	"29010"	79	627963	24.168
	"Alaska"	"02"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	36	633714	7.321
	"Alaska"	"02"	"2001"	"2001"	"Breast"	"26000"	339	633714	68.022
	"Alaska"	"02"	"2001"	"2001"	"Cervix Uteri"	"27010"	29	305579	10.249
	"Alaska"	"02"	"2001"	"2001"	"Colon and Rectum"	"21041-21052"	239	633714	63.999
	"Alaska"	"02"	"2001"	"2001"	"Corpus Uteri"	"27020"	61	305579	24.876
	"Alaska"	"02"	"2001"	"2001"	"Esophagus"	"21010"	28	633714	8.038
	"Alaska"	"02"	"2001"	"2001"	"Kidney and Renal Pelvis"	"29020"	58	633714	14.257
	"Alaska"	"02"	"2001"	"2001"	"Larynx"	"22020"	16	633714	3.621
	"Alaska"	"02"	"2001"	"2001"	"Leukemias"	"35011-35043"	52	633714	11.960
	"Alaska"	"02"	"2001"	"2001"	"Liver"	"21071"	34	633714	7.991
	"Alaska"	"02"	"2001"	"2001"	"Lung and Bronchus"	"22030"	282	633714	74.223
	"Alaska"	"02"	"2001"	"2001"	"Melanoma of the Skin"	"25010"	72	633714	14.714
	"Alaska"	"02"	"2001"	"2001"	"Myeloma"	"34000"	18	633714	4.822
	"Alaska"	"02"	"2001"	"2001"	"Non-Hodgkin Lymphoma"	"33041-33042"	91	633714	20.646
	"Alaska"	"02"	"2001"	"2001"	"Oral Cavity and Pharynx"	"20010-20100"	52	633714	10.883
	"Alaska"	"02"	"2001"	"2001"	"Ovary"	"27040"	17	305579	7.729
	"Alaska"	"02"	"2001"	"2001"	"Pancreas"	"21100"	41	633714	10.251
	"Alaska"	"02"	"2001"	"2001"	"Prostate"	"28010"	341	328135	184.908
	"Alaska"	"02"	"2001"	"2001"	"Stomach"	"21020"	33	633714	9.014
	"Alaska"	"02"	"2001"	"2001"	"Thyroid"	"32010"	49	633714	7.817
	"Alaska"	"02"	"2001"	"2001"	"Urinary Bladder, invasive and in situ"	"29010"	98	633714	25.509
	"Alaska"	"02"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	37	642337	6.345
	"Alaska"	"02"	"2002"	"2002"	"Breast"	"26000"	327	642337	64.281
	"Alaska"	"02"	"2002"	"2002"	"Cervix Uteri"	"27010"	23	309633	7.811
	"Alaska"	"02"	"2002"	"2002"	"Colon and Rectum"	"21041-21052"	215	642337	55.449
	"Alaska"	"02"	"2002"	"2002"	"Corpus Uteri"	"27020"	39	309633	16.189
	"Alaska"	"02"	"2002"	"2002"	"Esophagus"	"21010"	23	642337	6.266
	"Alaska"	"02"	"2002"	"2002"	"Kidney and Renal Pelvis"	"29020"	78	642337	16.552
	"Alaska"	"02"	"2002"	"2002"	"Leukemias"	"35011-35043"	60	642337	12.481
	"Alaska"	"02"	"2002"	"2002"	"Liver"	"21071"	29	642337	6.216
	"Alaska"	"02"	"2002"	"2002"	"Lung and Bronchus"	"22030"	289	642337	72.404
	"Alaska"	"02"	"2002"	"2002"	"Melanoma of the Skin"	"25010"	69	642337	12.644
	"Alaska"	"02"	"2002"	"2002"	"Myeloma"	"34000"	24	642337	4.962
	"Alaska"	"02"	"2002"	"2002"	"Non-Hodgkin Lymphoma"	"33041-33042"	99	642337	22.509
	"Alaska"	"02"	"2002"	"2002"	"Oral Cavity and Pharynx"	"20010-20100"	50	642337	9.860
	"Alaska"	"02"	"2002"	"2002"	"Ovary"	"27040"	33	309633	13.423
	"Alaska"	"02"	"2002"	"2002"	"Pancreas"	"21100"	49	642337	11.740
	"Alaska"	"02"	"2002"	"2002"	"Prostate"	"28010"	397	332704	199.686
	"Alaska"	"02"	"2002"	"2002"	"Stomach"	"21020"	39	642337	10.633
	"Alaska"	"02"	"2002"	"2002"	"Thyroid"	"32010"	52	642337	8.227
	"Alaska"	"02"	"2002"	"2002"	"Urinary Bladder, invasive and in situ"	"29010"	92	642337	24.899
	"Alaska"	"02"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	31	648414	5.903
	"Alaska"	"02"	"2003"	"2003"	"Breast"	"26000"	375	648414	72.158
	"Alaska"	"02"	"2003"	"2003"	"Cervix Uteri"	"27010"	18	313034	6.509
	"Alaska"	"02"	"2003"	"2003"	"Colon and Rectum"	"21041-21052"	226	648414	53.782
	"Alaska"	"02"	"2003"	"2003"	"Corpus Uteri"	"27020"	53	313034	20.430
	"Alaska"	"02"	"2003"	"2003"	"Esophagus"	"21010"	28	648414	5.132
	"Alaska"	"02"	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	72	648414	14.211
	"Alaska"	"02"	"2003"	"2003"	"Larynx"	"22020"	19	648414	4.100
	"Alaska"	"02"	"2003"	"2003"	"Leukemias"	"35011-35043"	48	648414	9.596
	"Alaska"	"02"	"2003"	"2003"	"Liver"	"21071"	34	648414	6.478
	"Alaska"	"02"	"2003"	"2003"	"Lung and Bronchus"	"22030"	299	648414	76.555
	"Alaska"	"02"	"2003"	"2003"	"Melanoma of the Skin"	"25010"	85	648414	15.053
	"Alaska"	"02"	"2003"	"2003"	"Myeloma"	"34000"	23	648414	4.985
	"Alaska"	"02"	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	89	648414	19.155
	"Alaska"	"02"	"2003"	"2003"	"Oral Cavity and Pharynx"	"20010-20100"	53	648414	11.159
	"Alaska"	"02"	"2003"	"2003"	"Ovary"	"27040"	43	313034	16.004
	"Alaska"	"02"	"2003"	"2003"	"Pancreas"	"21100"	47	648414	11.585
	"Alaska"	"02"	"2003"	"2003"	"Prostate"	"28010"	319	335380	152.348
	"Alaska"	"02"	"2003"	"2003"	"Stomach"	"21020"	30	648414	7.298
	"Alaska"	"02"	"2003"	"2003"	"Thyroid"	"32010"	61	648414	9.530
	"Alaska"	"02"	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	95	648414	24.160
	"Alaska"	"02"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	41	659286	7.612
	"Alaska"	"02"	"2004"	"2004"	"Breast"	"26000"	342	659286	61.986
	"Alaska"	"02"	"2004"	"2004"	"Cervix Uteri"	"27010"	21	317807	6.752
	"Alaska"	"02"	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	247	659286	55.202
	"Alaska"	"02"	"2004"	"2004"	"Corpus Uteri"	"27020"	64	317807	23.646
	"Alaska"	"02"	"2004"	"2004"	"Esophagus"	"21010"	28	659286	6.126
	"Alaska"	"02"	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	79	659286	17.303
	"Alaska"	"02"	"2004"	"2004"	"Larynx"	"22020"	16	659286	2.974
	"Alaska"	"02"	"2004"	"2004"	"Leukemias"	"35011-35043"	59	659286	13.131
	"Alaska"	"02"	"2004"	"2004"	"Liver"	"21071"	47	659286	9.972
	"Alaska"	"02"	"2004"	"2004"	"Lung and Bronchus"	"22030"	328	659286	79.080
	"Alaska"	"02"	"2004"	"2004"	"Melanoma of the Skin"	"25010"	73	659286	13.198
	"Alaska"	"02"	"2004"	"2004"	"Myeloma"	"34000"	37	659286	8.373
	"Alaska"	"02"	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	90	659286	19.612
	"Alaska"	"02"	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	58	659286	11.039
	"Alaska"	"02"	"2004"	"2004"	"Ovary"	"27040"	30	317807	10.402
	"Alaska"	"02"	"2004"	"2004"	"Pancreas"	"21100"	51	659286	12.704
	"Alaska"	"02"	"2004"	"2004"	"Prostate"	"28010"	378	341479	169.475
	"Alaska"	"02"	"2004"	"2004"	"Stomach"	"21020"	32	659286	7.028
	"Alaska"	"02"	"2004"	"2004"	"Thyroid"	"32010"	78	659286	11.300
	"Alaska"	"02"	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	105	659286	24.016
	"Alaska"	"02"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	38	666946	7.077
	"Alaska"	"02"	"2005"	"2005"	"Breast"	"26000"	371	666946	67.519
	"Alaska"	"02"	"2005"	"2005"	"Cervix Uteri"	"27010"	28	320920	9.818
	"Alaska"	"02"	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	241	666946	55.319
	"Alaska"	"02"	"2005"	"2005"	"Corpus Uteri"	"27020"	55	320920	18.864
	"Alaska"	"02"	"2005"	"2005"	"Esophagus"	"21010"	31	666946	6.056
	"Alaska"	"02"	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	86	666946	16.731
	"Alaska"	"02"	"2005"	"2005"	"Leukemias"	"35011-35043"	82	666946	15.664
	"Alaska"	"02"	"2005"	"2005"	"Liver"	"21071"	28	666946	5.744
	"Alaska"	"02"	"2005"	"2005"	"Lung and Bronchus"	"22030"	337	666946	79.224
	"Alaska"	"02"	"2005"	"2005"	"Melanoma of the Skin"	"25010"	52	666946	8.355
	"Alaska"	"02"	"2005"	"2005"	"Myeloma"	"34000"	28	666946	5.719
